CW,simulation_seed,wifi_node_count,nru_node_count,wifi_channel_occupancy,wifi_channel_efficiency,wifi_collision_probability,nru_channel_occupancy,nru_channel_efficiency,nru_collision_probability,total_channel_occupancy,total_network_efficiency,jain's_fairness_index,joint_airtime_fairness
128,2,6,3,0.65894176,0.653616,0.0776,0.29088,0.29088,0.0150,0.94982176,0.944496,0.8694434912570465,0.8258163470863125
128,3,6,3,0.6919324,0.68634,0.0757,0.25728,0.25728,0.0122,0.9492124,0.94362,0.8266647876034038,0.7846804670365172
128,4,6,3,0.69645092,0.690822,0.0858,0.24732,0.24732,0.0202,0.94377092,0.938142,0.8153474034853868,0.7695011691070147
128,5,6,3,0.69884628,0.693198,0.0716,0.25224,0.25224,0.0085,0.95108628,0.945438,0.8193359203825061,0.7792591525869739
128,6,6,3,0.69933624,0.693684,0.0814,0.24738,0.24738,0.0101,0.94671624,0.941064,0.8143955057682968,0.7710014510938602
128,7,6,3,0.7055424,0.69984,0.0718,0.24468,0.24468,0.0112,0.9502224,0.94452,0.8095660720582265,0.7692678159497409
128,8,6,3,0.68850268,0.682938,0.0824,0.25872,0.25872,0.0087,0.94722268,0.941658,0.8292765990865884,0.7855096026480838
128,9,6,3,0.7354844,0.72954,0.0771,0.21108,0.21108,0.0110,0.9465644,0.94062,0.7651548250784296,0.7242683179074686
176,0,6,3,0.58887748,0.584118,0.0559,0.37026,0.37026,0.0037,0.95913748,0.954378,0.9506130922364003,0.9117686457426286
176,1,6,3,0.70265708,0.696978,0.0573,0.24972,0.24972,0.0062,0.95237708,0.946698,0.8155396729127108,0.7767012923127626
176,2,6,3,0.59905776,0.594216,0.0612,0.35658,0.35658,0.0108,0.95563776,0.950796,0.9395132658747696,0.8978343528908492
176,3,6,3,0.63438932,0.629262,0.0539,0.3228,0.3228,0.0046,0.95718932,0.952062,0.9041863500088859,0.8654775175182875
176,4,6,3,0.64358968,0.638388,0.0630,0.3075,0.3075,0.0190,0.95108968,0.945888,0.8889895026111359,0.8455087415617843
176,5,6,3,0.63553256,0.630396,0.0508,0.32274,0.32274,0.0048,0.95827256,0.953136,0.9037134812077567,0.866003831143469
176,6,6,3,0.64179316,0.636606,0.0580,0.31368,0.31368,0.0034,0.95547316,0.950286,0.8945134279443754,0.8546835716604447
176,7,6,3,0.64358968,0.638388,0.0582,0.31146,0.31146,0.0050,0.95504968,0.949848,0.8921098533363885,0.8520092299537647
176,8,6,3,0.63346384,0.628344,0.0583,0.32202,0.32202,0.0056,0.95548384,0.950364,0.9039580288592378,0.8637172886132554
176,9,6,3,0.68284092,0.677322,0.0621,0.26802,0.26802,0.0098,0.95086092,0.945342,0.8401093333005697,0.7988271335627664
224,0,6,3,0.53236876,0.528066,0.0471,0.42888,0.42888,0.0025,0.96124876,0.956946,0.9885419715900136,0.9502347443988558
224,1,6,3,0.65866956,0.653346,0.0483,0.2952,0.2952,0.0030,0.95386956,0.948546,0.8732120879187387,0.8329304300897287
224,2,6,3,0.55403588,0.549558,0.0481,0.40554,0.40554,0.0056,0.95957588,0.955098,0.9766120455468774,0.937133363024245
224,3,6,3,0.58506668,0.580338,0.0434,0.37482,0.37482,0.0021,0.95988668,0.955158,0.9542208962752774,0.9159439281123004
224,4,6,3,0.58757092,0.582822,0.0541,0.3666,0.3666,0.0118,0.95417092,0.949422,0.9490986556241353,0.9056023374076444
224,5,6,3,0.58555664,0.580824,0.0481,0.37248,0.37248,0.0039,0.95803664,0.953304,0.9528654855069192,0.9128800481070175
224,6,6,3,0.58463116,0.579906,0.0506,0.37266,0.37266,0.0019,0.95729116,0.952566,0.9532612190130058,0.9125485381319743
224,7,6,3,0.59132728,0.586548,0.0498,0.366,0.366,0.0029,0.95732728,0.952548,0.9475084072091007,0.9070756462506208
224,8,6,3,0.58588328,0.581148,0.0452,0.37344,0.37344,0.0021,0.95932328,0.954588,0.9532519262720678,0.9144767645776383
224,9,6,3,0.64446072,0.639252,0.0504,0.30834,0.30834,0.0102,0.95280072,0.947592,0.889325592102777,0.8473500644699522
272,0,6,3,0.49905148,0.495018,0.0391,0.46326,0.46326,0.0026,0.96231148,0.958278,0.9986185740174112,0.9609821179181844
272,1,6,3,0.62350132,0.618462,0.0354,0.33276,0.33276,0.0027,0.95626132,0.951222,0.9153820090743122,0.8753444083016537
272,2,6,3,0.50743524,0.503334,0.0367,0.45426,0.45426,0.0053,0.96169524,0.957594,0.9969519771147224,0.9587639708998174
272,3,6,3,0.54064364,0.536274,0.0343,0.42072,0.42072,0.0011,0.96136364,0.956994,0.9846775485216683,0.9466331922730676
272,4,6,3,0.54641428,0.541998,0.0455,0.40908,0.40908,0.0112,0.95549428,0.951078,0.9797595012116678,0.9361545991834016
272,5,6,3,0.5373228,0.53298,0.0335,0.42426,0.42426,0.0024,0.9615828,0.95724,0.986363494535777,0.948470170893497
272,6,6,3,0.54162356,0.537246,0.0396,0.41814,0.41814,0.0013,0.95976356,0.955386,0.9837160586041062,0.9441348264350455
272,7,6,3,0.5449444,0.54054,0.0350,0.4158,0.4158,0.0019,0.9607444,0.95634,0.9822516412930985,0.9436927637631531
272,8,6,3,0.5427668,0.53838,0.0399,0.41682,0.41682,0.0014,0.9595868,0.9552,0.9830648935067728,0.9433360953525048
272,9,6,3,0.60793148,0.603018,0.0403,0.34656,0.34656,0.0084,0.95449148,0.949578,0.9302458541676016,0.8879117421082982
320,0,6,3,0.46284888,0.459108,0.0327,0.50004,0.50004,0.0022,0.96288888,0.959148,0.9985103688306632,0.9614545307117441
320,1,6,3,0.589313,0.58455,0.0331,0.36612,0.36612,0.0011,0.955433,0.95067,0.9482530324288486,0.9059922395325921
320,2,6,3,0.47602336,0.472176,0.0367,0.48468,0.48468,0.0031,0.96070336,0.956856,0.9999188133101758,0.9606253636742986
320,3,6,3,0.50291672,0.498852,0.0305,0.45858,0.45858,0.0008,0.96149672,0.957432,0.9978781775828075,0.9594565947054469
320,4,6,3,0.5095584,0.50544,0.0355,0.44784,0.44784,0.0099,0.9573984,0.95328,0.9958615008898642,0.9534362075735546
320,5,6,3,0.4986704,0.49464,0.0312,0.46272,0.46272,0.0006,0.9613904,0.95736,0.998603628323429,0.9600479416753127
320,6,6,3,0.50503988,0.500958,0.0338,0.45546,0.45546,0.0007,0.96049988,0.956418,0.9973425771045542,0.957947425627815
320,7,6,3,0.50977616,0.505656,0.0280,0.45198,0.45198,0.0008,0.96175616,0.957636,0.9964016578374969,0.9582954322594249
320,8,6,3,0.5079252,0.50382,0.0317,0.45282,0.45282,0.0012,0.9607452,0.95664,0.9967209931435667,0.9575949099019145
320,9,6,3,0.57559412,0.570942,0.0335,0.37884,0.37884,0.0093,0.95443412,0.949782,0.9592356007900465,0.9155271865127195
368,0,6,3,0.43345128,0.429948,0.0287,0.52938,0.52938,0.0020,0.96283128,0.959328,0.9901710496414408,0.9533676591452119
368,1,6,3,0.55626792,0.551772,0.0274,0.39924,0.39924,0.0003,0.95550792,0.951012,0.9737026771735552,0.9303806197645351
368,2,6,3,0.45016436,0.446526,0.0223,0.51336,0.51336,0.0018,0.96352436,0.959886,0.9957166397742627,0.959397238079847
368,3,6,3,0.4690006,0.46521,0.0263,0.4926,0.4926,0.0004,0.9616006,0.95781,0.9993980630893128,0.9610217771055211
368,4,6,3,0.47330136,0.469476,0.0359,0.48264,0.48264,0.0107,0.95594136,0.952116,0.9999045747473398,0.9558501390541937
368,5,6,3,0.46774848,0.463968,0.0295,0.49296,0.49296,0.0004,0.96070848,0.956928,0.9993117981644776,0.9600473186606621
368,6,6,3,0.47134152,0.467532,0.0252,0.49026,0.49026,0.0002,0.96160152,0.957792,0.9996130862791338,0.9612294631779063
368,7,6,3,0.473628,0.4698,0.0265,0.48774,0.48774,0.0004,0.961368,0.95754,0.9997845709622739,0.9611608934168594
368,8,6,3,0.47123264,0.467424,0.0299,0.4893,0.4893,0.0002,0.96053264,0.956724,0.999646319176615,0.9601929180249966
368,9,6,3,0.54527104,0.540864,0.0300,0.40854,0.40854,0.0074,0.95381104,0.949404,0.9798639025972614,0.9346050079947527
416,0,6,3,0.40944324,0.406134,0.0255,0.55296,0.55296,0.0017,0.96240324,0.959094,0.978245997731276,0.9414671177336126
416,1,6,3,0.53547184,0.531144,0.0231,0.41916,0.41916,0.0007,0.95463184,0.950304,0.9853722891713225,0.9406677614966317
416,2,6,3,0.42229108,0.418878,0.0212,0.54078,0.54078,0.0013,0.96307108,0.959658,0.9850887464005303,0.9487104828918048
416,3,6,3,0.44243388,0.438858,0.0216,0.51936,0.51936,0.0001,0.96179388,0.958218,0.9936435555247122,0.9556802906051084
416,4,6,3,0.44237944,0.438804,0.0332,0.51354,0.51354,0.0102,0.95591944,0.952344,0.994488928073002,0.9506512992097443
416,5,6,3,0.4398752,0.43632,0.0224,0.5217,0.5217,0.0003,0.9615752,0.95802,0.9928109754497905,0.9546624122803273
416,6,6,3,0.43856864,0.435024,0.0226,0.5226,0.5226,0.0002,0.96116864,0.957624,0.9924146302125215,0.9538778204374723
416,7,6,3,0.44706128,0.443448,0.0249,0.5136,0.5136,0.0000,0.96066128,0.957048,0.995225479117955,0.9560745826580679
416,8,6,3,0.44537364,0.441774,0.0222,0.51606,0.51606,0.0003,0.96143364,0.957834,0.994623602509075,0.9562645905902131
416,9,6,3,0.52327728,0.519048,0.0271,0.42978,0.42978,0.0061,0.95305728,0.948828,0.9904676442906066,0.9439723989956131
464,0,6,3,0.3867962,0.38367,0.0223,0.57528,0.57528,0.0020,0.9620762,0.95895,0.9630366003023413,0.9265145928797954
464,1,6,3,0.5087418,0.50463,0.0190,0.44556,0.44556,0.0001,0.9543018,0.95019,0.9956357163359603,0.9501369562436962
464,2,6,3,0.39398228,0.390798,0.0240,0.56766,0.56766,0.0011,0.96164228,0.958458,0.9684120597025125,0.9312659810718202
464,3,6,3,0.412383,0.40905,0.0208,0.54828,0.54828,0.0003,0.960663,0.95733,0.9803811935571721,0.9418159385462137
464,4,6,3,0.41548608,0.412128,0.0283,0.5415,0.5415,0.0073,0.95698608,0.953628,0.982956449241579,0.9406756391704176
464,5,6,3,0.4115664,0.40824,0.0201,0.54954,0.54954,0.0003,0.9611064,0.95778,0.9798075126861084,0.9416992712107001
464,6,6,3,0.40895328,0.405648,0.0234,0.55134,0.55134,0.0000,0.96029328,0.956988,0.9784877137092519,0.9396351760375585
464,7,6,3,0.41766368,0.414288,0.0230,0.54264,0.54264,0.0001,0.96030368,0.956928,0.9833450167620783,0.9443098383062855
464,8,6,3,0.41249188,0.409158,0.0241,0.54774,0.54774,0.0001,0.96023188,0.956898,0.9805473486733075,0.9415528240455856
464,9,6,3,0.49910592,0.495072,0.0278,0.45162,0.45162,0.0080,0.95072592,0.946692,0.997511503941734,0.9483600422955887
512,0,6,3,0.36986536,0.366876,0.0210,0.59166,0.59166,0.0017,0.96152536,0.958536,0.9494796591413539,0.9129487710685676
512,1,6,3,0.4828828,0.47898,0.0196,0.46992,0.46992,0.0001,0.9528028,0.9489,0.9998149405727511,0.9526264748595508
512,2,6,3,0.37242404,0.369414,0.0217,0.58884,0.58884,0.0004,0.96126404,0.958254,0.9517585909370905,0.914891308228895
512,3,6,3,0.387885,0.38475,0.0191,0.5724,0.5724,0.0001,0.960285,0.95715,0.9643944445744628,0.926093519208188
512,4,6,3,0.39316568,0.389988,0.0273,0.56292,0.56292,0.0076,0.95608568,0.952908,0.9694389338405958,0.926866682279461
512,5,6,3,0.38744948,0.384318,0.0174,0.57342,0.57342,0.0004,0.96086948,0.957738,0.9638932538014399,0.9261756095556976
512,6,6,3,0.38783056,0.384696,0.0209,0.5724,0.5724,0.0001,0.96023056,0.957096,0.9643702839312381,0.9260178177866517
512,7,6,3,0.3916958,0.38853,0.0204,0.56832,0.56832,0.0001,0.9600158,0.95685,0.9672594015278744,0.9285843081653035
512,8,6,3,0.39213132,0.388962,0.0240,0.567,0.567,0.0002,0.95913132,0.955962,0.9678288574594669,0.9282749695891903
512,9,6,3,0.47645888,0.472608,0.0271,0.47364,0.47364,0.0064,0.95009888,0.946248,0.9999911973843135,0.9500905166446952
