CW,simulation_seed,wifi_node_count,nru_node_count,wifi_channel_occupancy,wifi_channel_efficiency,wifi_collision_probability,nru_channel_occupancy,nru_channel_efficiency,nru_collision_probability,total_channel_occupancy,total_network_efficiency,jain's_fairness_index,joint_airtime_fairness
128,7,2,6,0.32424464,0.321624,0.0215,0.64608,0.64608,0.0027,0.97032464,0.967704,0.9008925314239008,0.8741582212325852
128,8,2,6,0.3105802,0.30807,0.0216,0.65982,0.65982,0.0042,0.9704002,0.96789,0.885329748645389,0.8591241651514353
128,9,2,6,0.32457128,0.321948,0.0207,0.64596,0.64596,0.0026,0.97053128,0.967908,0.9011781789132559,0.8746216114887513
176,0,2,6,0.21090056,0.209196,0.0077,0.76488,0.76488,0.0000,0.97578056,0.974076,0.7562484151459044,0.737932502030183
176,1,2,6,0.24601436,0.244026,0.0223,0.72348,0.72348,0.0047,0.96949436,0.967506,0.8047993387260121,0.7802484198265983
176,2,2,6,0.20948512,0.207792,0.0113,0.76614,0.76614,0.0000,0.97562512,0.973932,0.7544087836337341,0.7360201600617159
176,3,2,6,0.23986264,0.237924,0.0165,0.7323,0.7323,0.0007,0.97216264,0.970224,0.7958103527422006,0.7736570934611889
176,4,2,6,0.2134048,0.21168,0.0323,0.75666,0.75666,0.0069,0.9700648,0.96834,0.7612540938402834,0.7384658002903557
176,5,2,6,0.21427584,0.212544,0.0125,0.7605,0.7605,0.0009,0.97477584,0.973044,0.7610338980372681,0.7418374572277523
176,6,2,6,0.25673904,0.254664,0.0099,0.7152,0.7152,0.0004,0.97193904,0.969864,0.817997058438669,0.7950432757017039
176,7,2,6,0.25978768,0.257688,0.0169,0.71052,0.71052,0.0017,0.97030768,0.968208,0.822514786469996,0.7980924142253972
176,8,2,6,0.25701124,0.254934,0.0226,0.71214,0.71214,0.0039,0.96915124,0.967074,0.8193101411629826,0.7940354392526796
176,9,2,6,0.2580456,0.25596,0.0164,0.71226,0.71226,0.0018,0.9703056,0.96822,0.8202560899382886,0.795899077501225
224,0,2,6,0.17437132,0.172962,0.0142,0.80028,0.80028,0.0000,0.97465132,0.973242,0.7080124697233983,0.6900652881923701
224,1,2,6,0.21002952,0.208332,0.0188,0.75942,0.75942,0.0032,0.96944952,0.967752,0.756914656681804,0.7337905506011396
224,2,2,6,0.17295588,0.171558,0.0069,0.80256,0.80256,0.0000,0.97551588,0.974118,0.7059408253283125,0.688656485448075
224,3,2,6,0.20774304,0.206064,0.0093,0.76416,0.76416,0.0000,0.97190304,0.970224,0.7531486360961167,0.7319874489936696
224,4,2,6,0.17627672,0.174852,0.0270,0.79464,0.79464,0.0057,0.97091672,0.969492,0.7114279108136177,0.6907372536836102
224,5,2,6,0.17513348,0.173718,0.0120,0.7992,0.7992,0.0008,0.97433348,0.972918,0.7090951171130205,0.6908951131077369
224,6,2,6,0.21253376,0.210816,0.0061,0.75918,0.75918,0.0002,0.97171376,0.969996,0.7596056687435137,0.7381192804920741
224,7,2,6,0.21601792,0.214272,0.0124,0.75438,0.75438,0.0013,0.97039792,0.968652,0.7646509526240687,0.7420156939524148
224,8,2,6,0.21269708,0.210978,0.0196,0.7566,0.7566,0.0033,0.96929708,0.967578,0.7605324290385702,0.7371818627123934
224,9,2,6,0.21155384,0.209844,0.0192,0.75744,0.75744,0.0030,0.96899384,0.967284,0.7590897568246864,0.7355532983702191
272,0,2,6,0.14965556,0.148446,0.0083,0.82506,0.82506,0.0002,0.97471556,0.973506,0.6756096790874928,0.6585272666931858
272,1,2,6,0.17867208,0.177228,0.0206,0.7899,0.7899,0.0033,0.96857208,0.967128,0.7151859309322005,0.6927091247097378
272,2,2,6,0.14633472,0.145152,0.0059,0.82872,0.82872,0.0000,0.97505472,0.973872,0.6712399091053689,0.654495641625561
272,3,2,6,0.17404468,0.172638,0.0081,0.79716,0.79716,0.0005,0.97120468,0.969798,0.7083969758950638,0.6879984582871331
272,4,2,6,0.15237756,0.151146,0.0298,0.8184,0.8184,0.0047,0.97077756,0.969546,0.6799512964485223,0.6600814604851332
272,5,2,6,0.15128876,0.150066,0.0075,0.82326,0.82326,0.0005,0.97454876,0.973326,0.6777646715450277,0.6605147202260141
272,6,2,6,0.18411608,0.182628,0.0076,0.78678,0.78678,0.0002,0.97089608,0.969408,0.721862581603565,0.7008535507775814
272,7,2,6,0.18215624,0.180684,0.0124,0.78798,0.78798,0.0009,0.97013624,0.968664,0.7194418705712272,0.697956631214537
272,8,2,6,0.17899872,0.177552,0.0176,0.78978,0.78978,0.0034,0.96877872,0.967332,0.7155704791031016,0.6932294528152895
272,9,2,6,0.18329948,0.181818,0.0117,0.7863,0.7863,0.0020,0.96959948,0.968118,0.7211011082557517,0.6991792595922005
320,0,2,6,0.12695408,0.125928,0.0077,0.8475,0.8475,0.0000,0.97445408,0.973428,0.6465106922352969,0.6299949818123094
320,1,2,6,0.15292196,0.151686,0.0195,0.816,0.816,0.0026,0.96892196,0.967686,0.6810459571838046,0.659880383684608
320,2,2,6,0.1263008,0.12528,0.0051,0.84864,0.84864,0.0000,0.9749408,0.97392,0.6456022730993288,0.6294239966172782
320,3,2,6,0.15662388,0.155358,0.0072,0.8142,0.8142,0.0002,0.97082388,0.969558,0.6855010051537656,0.6655007455672787
320,4,2,6,0.1298394,0.12879,0.0317,0.84096,0.84096,0.0044,0.9707994,0.96975,0.6507995656813526,0.6317958278837177
320,5,2,6,0.12673632,0.125712,0.0131,0.84708,0.84708,0.0006,0.97381632,0.972792,0.6463397396399544,0.6294161867259385
320,6,2,6,0.16043468,0.159138,0.0051,0.81024,0.81024,0.0001,0.97067468,0.969378,0.6905383063400087,0.6702880495343299
320,7,2,6,0.15918256,0.157896,0.0065,0.81114,0.81114,0.0005,0.97032256,0.969036,0.6889678954522225,0.6685210920730128
320,8,2,6,0.15466404,0.153414,0.0217,0.81372,0.81372,0.0027,0.96838404,0.967134,0.6834431417426388,0.6618354307110291
320,9,2,6,0.15580728,0.154548,0.0138,0.81342,0.81342,0.0016,0.96922728,0.967968,0.6847668513197567,0.6636947127388122
368,0,2,6,0.11584832,0.114912,0.0028,0.85884,0.85884,0.0000,0.97468832,0.973752,0.6324788242648375,0.6164697226582697
368,1,2,6,0.14001968,0.138888,0.0153,0.82926,0.82926,0.0012,0.96927968,0.968148,0.664168510711273,0.6437650415282993
368,2,2,6,0.11149312,0.110592,0.0019,0.86322,0.86322,0.0000,0.97471312,0.973812,0.6270402552507087,0.6111843635610147
368,3,2,6,0.14034632,0.139212,0.0027,0.8304,0.8304,0.0001,0.97074632,0.969612,0.6643168637846626,0.6448831508329025
368,4,2,6,0.11454176,0.113616,0.0340,0.8562,0.8562,0.0042,0.97074176,0.969816,0.6314270762270836,0.6129526312883333
368,5,2,6,0.11606608,0.115128,0.0074,0.85824,0.85824,0.0001,0.97430608,0.973368,0.6328083728322692,0.6165490451253867
368,6,2,6,0.13931196,0.138186,0.0047,0.83112,0.83112,0.0000,0.97043196,0.969306,0.66303876139003,0.6434340047716992
368,7,2,6,0.141544,0.1404,0.0091,0.82812,0.82812,0.0007,0.969664,0.96852,0.6660704467097629,0.6458645336383755
368,8,2,6,0.1423606,0.14121,0.0110,0.82704,0.82704,0.0017,0.9694006,0.96825,0.6671792038161831,0.6467639204869302
368,9,2,6,0.13860424,0.137484,0.0204,0.82962,0.82962,0.0021,0.96822424,0.967104,0.6625328936709135,0.6414804074495211
416,0,2,6,0.10060512,0.099792,0.0059,0.87354,0.87354,0.0001,0.97414512,0.973332,0.6136618376258431,0.5977956844534474
416,1,2,6,0.12553864,0.124524,0.0154,0.84312,0.84312,0.0020,0.96865864,0.967644,0.6456681728041422,0.6254320541597455
416,2,2,6,0.1026194,0.10179,0.0053,0.87192,0.87192,0.0000,0.9745394,0.97371,0.6160856032180261,0.6003996941087332
416,3,2,6,0.12553864,0.124524,0.0069,0.84468,0.84468,0.0001,0.97021864,0.969204,0.645410783927151,0.6261895730231343
416,4,2,6,0.10229276,0.101466,0.0349,0.86874,0.86874,0.0034,0.97103276,0.970206,0.6161381971743493,0.5982903741436326
416,5,2,6,0.10191168,0.101088,0.0043,0.87222,0.87222,0.0003,0.97413168,0.973308,0.6152680760640575,0.5993521245866482
416,6,2,6,0.12488536,0.123876,0.0026,0.8454,0.8454,0.0000,0.97028536,0.969276,0.6445685921751503,0.6254154685033588
416,7,2,6,0.12809732,0.127062,0.0101,0.84144,0.84144,0.0006,0.96953732,0.968502,0.6487875704084048,0.6290237622630762
416,8,2,6,0.12532088,0.124308,0.0171,0.84312,0.84312,0.0024,0.96844088,0.967428,0.645426429273868,0.6250573391412424
416,9,2,6,0.12406876,0.123066,0.0113,0.84462,0.84462,0.0018,0.96868876,0.967686,0.6437903496273123,0.6236324754804476
464,0,2,6,0.09352792,0.092772,0.0046,0.88074,0.88074,0.0000,0.97426792,0.973512,0.6050082684916588,0.5894401473261699
464,1,2,6,0.11671936,0.115776,0.0133,0.85212,0.85212,0.0015,0.96883936,0.967896,0.6344526315361296,0.6146826814877797
464,2,2,6,0.0917314,0.09099,0.0047,0.88254,0.88254,0.0000,0.9742714,0.97353,0.6028292946355904,0.5873193408456292
464,3,2,6,0.11149312,0.110592,0.0044,0.85872,0.85872,0.0001,0.97021312,0.969312,0.6276839759761664,0.6089872287058415
464,4,2,6,0.09189472,0.091152,0.0288,0.8796,0.8796,0.0030,0.97149472,0.970752,0.6033453257483449,0.5861467983011971
464,5,2,6,0.0928202,0.09207,0.0064,0.8811,0.8811,0.0003,0.9739202,0.97317,0.604189549064827,0.5884324064631261
464,6,2,6,0.1137796,0.11286,0.0048,0.85614,0.85614,0.0000,0.9699196,0.969,0.6305918479878766,0.6116233929636621
464,7,2,6,0.1178626,0.11691,0.0096,0.85164,0.85164,0.0004,0.9695026,0.96855,0.635793980859115,0.6164039175072622
464,8,2,6,0.112963,0.11205,0.0147,0.85578,0.85578,0.0016,0.968743,0.96783,0.6297394647069943,0.6100556982586478
464,9,2,6,0.11285412,0.111942,0.0124,0.85596,0.85596,0.0013,0.96881412,0.967902,0.6295923656988981,0.6099579737332962
512,0,2,6,0.0846542,0.08397,0.0058,0.88938,0.88938,0.0001,0.9740342,0.97335,0.5943287790430192,0.5788965568321439
512,1,2,6,0.10278272,0.101952,0.0110,0.8661,0.8661,0.0013,0.96888272,0.968052,0.6170249437927123,0.5978248058497302
512,2,2,6,0.08242216,0.081756,0.0000,0.89184,0.89184,0.0000,0.97426216,0.973596,0.5916354339870481,0.5764080158487589
512,3,2,6,0.103436,0.1026,0.0021,0.8667,0.8667,0.0000,0.970136,0.9693,0.6176686688852207,0.5992226117576325
512,4,2,6,0.08432756,0.083646,0.0239,0.8877,0.8877,0.0023,0.97202756,0.971346,0.5941459735440756,0.5775262609478724
512,5,2,6,0.08378316,0.083106,0.0052,0.89004,0.89004,0.0004,0.97382316,0.973146,0.5933073327507594,0.577776421630516
512,6,2,6,0.10790008,0.107028,0.0030,0.86196,0.86196,0.0000,0.96986008,0.968988,0.6232486084596076,0.6044639452605237
512,7,2,6,0.10621244,0.105354,0.0071,0.8631,0.8631,0.0004,0.96931244,0.968454,0.6212234939310801,0.6021596606876605
512,8,2,6,0.10474256,0.103896,0.0174,0.8637,0.8637,0.0015,0.96844256,0.967596,0.6195142415912498,0.5999639580830884
512,9,2,6,0.10664796,0.105786,0.0151,0.86154,0.86154,0.0018,0.96818796,0.967326,0.6219193743048445,0.6021348502926838
