simulation_seed,wifi_node_count,nru_node_count,wifi_channel_occupancy,wifi_channel_efficiency,wifi_collision_probability,nru_channel_occupancy,nru_channel_efficiency,nru_collision_probability,total_channel_occupancy,total_network_efficiency,jain's_fairness_index,joint_airtime_fairness
2,6,6,0.52883016,0.524556,0.0633,0.42954,0.42954,0.0091,0.95837016,0.954096,0.9893803758347061,0.9481926290895674
3,6,6,0.48348164,0.479574,0.0520,0.48126,0.48126,0.0058,0.96474164,0.960834,0.9999946969829733,0.9647365239586566
4,6,6,0.47232144,0.468504,0.0537,0.4932,0.4932,0.0030,0.96552144,0.961704,0.9995326156029646,0.9650701703439408
5,6,6,0.43475784,0.431244,0.0735,0.52314,0.52314,0.0189,0.95789784,0.954384,0.9915587013727725,0.9498119382781838
6,6,6,0.48141292,0.477522,0.0570,0.48084,0.48084,0.0112,0.96225292,0.958362,0.9999996455056339,0.9622525788867611
7,6,6,0.42414204,0.420714,0.0602,0.5427,0.5427,0.0022,0.96684204,0.963414,0.9851861251768516,0.9525193630456825
8,6,6,0.47645888,0.472608,0.0619,0.48474,0.48474,0.0102,0.96119888,0.957348,0.9999257802632997,0.9611275400722098
9,6,6,0.48037856,0.476496,0.0686,0.47628,0.47628,0.0204,0.95665856,0.952776,0.9999816455785576,0.9566410010856133
10,6,6,0.48707468,0.483138,0.0622,0.47388,0.47388,0.0083,0.96095468,0.957018,0.9998115005706485,0.9607735405911872
1,7,7,0.36899432,0.366012,0.0773,0.59592,0.59592,0.0103,0.96491432,0.961932,0.9475904463332221,0.9143435911621175
2,7,7,0.52578152,0.521532,0.0687,0.43332,0.43332,0.0081,0.95910152,0.954852,0.9907917882596,0.9502699101233005
3,7,7,0.51124604,0.507114,0.0647,0.45024,0.45024,0.0065,0.96148604,0.957354,0.9959902730330804,0.9576307434970953
4,7,7,0.45571724,0.452034,0.0653,0.50808,0.50808,0.0077,0.96379724,0.960114,0.997056976839735,0.9609607624008806
5,7,7,0.4129274,0.40959,0.0683,0.55368,0.55368,0.0043,0.9666074,0.96327,0.979236516320267,0.9465372630253909
6,7,7,0.4529408,0.44928,0.0698,0.51078,0.51078,0.0049,0.9637208,0.96006,0.9964109411663251,0.9602619493495638
7,7,7,0.5424946,0.53811,0.0707,0.41556,0.41556,0.0052,0.9580546,0.95367,0.9827486934772313,0.9415269064298514
8,7,7,0.56819028,0.563598,0.0687,0.38904,0.38904,0.0066,0.95723028,0.952638,0.9661584321921382,0.9248361065716414
9,7,7,0.45326744,0.449604,0.0630,0.51228,0.51228,0.0042,0.96554744,0.961884,0.9962784623385472,0.9619541188381208
10,7,7,0.46502648,0.461268,0.0709,0.49818,0.49818,0.0016,0.96320648,0.959448,0.9988166688934993,0.962066687810233
1,8,8,0.41276408,0.409428,0.0895,0.54684,0.54684,0.0134,0.95960408,0.956268,0.9808521097187152,0.9412296863626867
2,8,8,0.47248476,0.468666,0.0778,0.49008,0.49008,0.0011,0.96256476,0.958746,0.9996659700698994,0.9622432345605
3,8,8,0.52795912,0.523692,0.0682,0.43392,0.43392,0.0025,0.96187912,0.957612,0.9905322941295692,0.9527723314089311
4,8,8,0.41907912,0.415692,0.0754,0.54756,0.54756,0.0001,0.96663912,0.963252,0.9826402753875836,0.9498585310772114
5,8,8,0.3985008,0.39528,0.0745,0.5691,0.5691,0.0018,0.9676008,0.96438,0.9698514275827176,0.9384290172101797
6,8,8,0.4581126,0.45441,0.0744,0.50574,0.50574,0.0026,0.9638526,0.96015,0.9975642462691598,0.96150489243357
7,8,8,0.59927552,0.594432,0.0796,0.35406,0.35406,0.0054,0.95333552,0.948492,0.937944336453437,0.8941756517238924
8,8,8,0.526707,0.52245,0.0734,0.43344,0.43344,0.0030,0.960147,0.95589,0.9906523630541654,0.9511718944293677
9,8,8,0.4883268,0.48438,0.0775,0.47244,0.47244,0.0043,0.9607668,0.95682,0.9997266505833072,0.9605041749556422
10,8,8,0.4902322,0.48627,0.0794,0.38988,0.38988,0.2948,0.8801122,0.87615,0.9871658288337652,0.8688166893797086
