simulation_seed,wifi_node_count,nru_node_count,wifi_channel_occupancy,wifi_channel_efficiency,wifi_collision_probability,nru_channel_occupancy,nru_channel_efficiency,nru_collision_probability,total_channel_occupancy,total_network_efficiency,jain's_fairness_index,joint_airtime_fairness
4,3,3,0.53476412,0.530442,0.0187,0.42264,0.42264,0.0016,0.95740412,0.953082,0.9864701967903529,0.9444506306642946
5,3,3,0.42964048,0.426168,0.0195,0.53436,0.53436,0.0012,0.96400048,0.960528,0.9883371177381791,0.9527574559014212
6,3,3,0.5373228,0.53298,0.0183,0.42006,0.42006,0.0003,0.9573828,0.95304,0.9852197296238984,0.9432324233625707
7,3,3,0.45615276,0.452466,0.0243,0.50466,0.50466,0.0018,0.96081276,0.957126,0.9974576807618306,0.9583700672359734
8,3,3,0.52393056,0.519696,0.0218,0.43362,0.43362,0.0003,0.95755056,0.953316,0.9911832687310628,0.9491080940360597
9,3,3,0.43982076,0.436266,0.0212,0.52272,0.52272,0.0026,0.96254076,0.958986,0.9926370252727644,0.9554535967101859
10,3,3,0.45833036,0.454626,0.0217,0.50322,0.50322,0.0015,0.96155036,0.957846,0.9978252833499527,0.959459260422249
1,4,4,0.4970372,0.49302,0.0347,0.46452,0.46452,0.0039,0.9615572,0.95754,0.9988577013632055,0.96045881452124
2,4,4,0.38576184,0.382644,0.0308,0.5841,0.5841,0.0006,0.96986184,0.966744,0.9598579291875008,0.9309295773403792
3,4,4,0.51848656,0.514296,0.0318,0.44346,0.44346,0.0008,0.96194656,0.957756,0.9939536357953634,0.9561302807528428
4,4,4,0.4428694,0.43929,0.0356,0.5199,0.5199,0.0090,0.9627694,0.95919,0.9936392148394935,0.9566454306874902
5,4,4,0.44194392,0.438372,0.0383,0.52128,0.52128,0.0062,0.96322392,0.959652,0.9932616952963295,0.956733423729176
6,4,4,0.4455914,0.44199,0.0367,0.51864,0.51864,0.0023,0.9642314,0.96063,0.9942934211873101,0.9587289375222297
7,4,4,0.52360392,0.519372,0.0282,0.4392,0.4392,0.0007,0.96280392,0.958572,0.9923735101310813,0.9554611056583648
8,4,4,0.44221612,0.438642,0.0336,0.52386,0.52386,0.0002,0.96607612,0.962502,0.9929085697390329,0.9592252585682343
9,4,4,0.52060972,0.516402,0.0372,0.438,0.438,0.0080,0.95860972,0.954402,0.9926283396991746,0.9515431747830907
10,4,4,0.52028308,0.516078,0.0320,0.44076,0.44076,0.0029,0.96104308,0.956838,0.9931995572301262,0.9545075615350768
1,5,5,0.474989,0.47115,0.0393,0.49128,0.49128,0.0012,0.966269,0.96243,0.9997158314811213,0.9659944167694317
2,5,5,0.42566636,0.422226,0.0495,0.53892,0.53892,0.0071,0.96458636,0.961146,0.9864019687118321,0.95146988449658
3,5,5,0.42044012,0.417042,0.0469,0.5466,0.5466,0.0019,0.96704012,0.963642,0.9832650601006369,0.950856761711527
4,5,5,0.43029376,0.426816,0.0544,0.53124,0.53124,0.0132,0.96153376,0.958056,0.9890983881709612,0.9510514921879638
5,5,5,0.40100504,0.397764,0.0457,0.56748,0.56748,0.0016,0.96848504,0.965244,0.9713010592595791,0.9406905452290558
6,5,5,0.39708536,0.393876,0.0440,0.57162,0.57162,0.0026,0.96870536,0.965496,0.9685583272677561,0.9382476430969094
7,5,5,0.43927636,0.435726,0.0475,0.52482,0.52482,0.0084,0.96409636,0.960546,0.9921886014031296,0.9565654190462481
8,5,5,0.42996712,0.426492,0.0466,0.53568,0.53568,0.0057,0.96564712,0.962172,0.9881574545113418,0.9542114000554083
9,5,5,0.49681944,0.492804,0.0410,0.46752,0.46752,0.0026,0.96433944,0.960324,0.9990777300471109,0.9634500587101021
10,5,5,0.49464184,0.490644,0.0425,0.46908,0.46908,0.0031,0.96372184,0.959724,0.9992969675173347,0.9630443122422261
1,6,6,0.42049456,0.417096,0.0527,0.54672,0.54672,0.0045,0.96721456,0.963816,0.9832538949671672,0.9510174833889548
2,6,6,0.5163634,0.51219,0.0542,0.44442,0.44442,0.0084,0.9607834,0.95661,0.9944242583178836,0.9554263199491344
3,6,6,0.46638748,0.462618,0.0468,0.49956,0.49956,0.0063,0.96594748,0.962178,0.9988220197485298,0.9648096129446025
4,6,6,0.45582612,0.452142,0.0477,0.51126,0.51126,0.0026,0.96708612,0.963402,0.9967251179921472,0.9639190270655679
5,6,6,0.41880692,0.415422,0.0680,0.5409,0.5409,0.0179,0.95970692,0.956322,0.9840730655776763,0.9444217308205097
6,6,6,0.4619234,0.45819,0.0535,0.50202,0.50202,0.0078,0.9639434,0.96021,0.9982727260080998,0.9622784056355161
7,6,6,0.40955212,0.406242,0.0494,0.56016,0.56016,0.0012,0.96971212,0.966402,0.9764463546449522,0.9468718646290284
8,6,6,0.46067128,0.456948,0.0588,0.5007,0.5007,0.0120,0.96137128,0.957648,0.9982693515577963,0.9597074842918887
9,6,6,0.46225004,0.458514,0.0682,0.49494,0.49494,0.0187,0.95719004,0.953454,0.9988349992950634,0.9560749129286417
10,6,6,0.46720408,0.463428,0.0545,0.49608,0.49608,0.0076,0.96328408,0.959508,0.999102214027299,0.9624192570652499
1,7,7,0.35081136,0.347976,0.0790,0.61326,0.61326,0.0131,0.96407136,0.961236,0.9310043070595916,0.8975545884727981
2,7,7,0.50770744,0.503604,0.0613,0.45438,0.45438,0.0047,0.96208744,0.957984,0.9969370485202204,0.9591406128519746
3,7,7,0.49257312,0.488592,0.0622,0.47004,0.47004,0.0052,0.96261312,0.958632,0.9994523523854109,0.9620859472210598
4,7,7,0.4360644,0.43254,0.0636,0.5289,0.5289,0.0062,0.9649644,0.96144,0.9908292399836329,0.9561149430632624
5,7,7,0.39626876,0.393066,0.0670,0.57048,0.57048,0.0052,0.96674876,0.963546,0.9685481418119444,0.9363427150970014
6,7,7,0.43323352,0.429732,0.0642,0.53202,0.53202,0.0049,0.96525352,0.961752,0.9896345754795609,0.9552482574953518
7,7,7,0.5316066,0.52731,0.0638,0.42834,0.42834,0.0045,0.9599466,0.95565,0.988559931868102,0.9489647454930161
8,7,7,0.54913628,0.544698,0.0664,0.40914,0.40914,0.0050,0.95827628,0.953838,0.9791031906423314,0.9382513632648641
9,7,7,0.43535668,0.431838,0.0639,0.53034,0.53034,0.0030,0.96569668,0.962178,0.9904185337687055,0.9564438898709068
10,7,7,0.46045352,0.456732,0.0552,0.50652,0.50652,0.0019,0.96697352,0.963252,0.997735583266741,0.9647838889806938
1,8,8,0.39392784,0.390744,0.0775,0.57048,0.57048,0.0091,0.96440784,0.961224,0.9675728861890425,0.9331348772121403
2,8,8,0.460018,0.4563,0.0691,0.5049,0.5049,0.0019,0.964918,0.9612,0.9978411374571338,0.9628348746728627
3,8,8,0.5128248,0.50868,0.0724,0.44748,0.44748,0.0036,0.9603048,0.95616,0.9953910964627923,0.9558788478104825
4,8,8,0.405578,0.4023,0.0618,0.56436,0.56436,0.0001,0.969938,0.96666,0.973900676250609,0.9446232741211632
5,8,8,0.38195104,0.378864,0.0673,0.588,0.588,0.0014,0.96995104,0.966864,0.9568210622163658,0.9280695843906687
6,8,8,0.44101844,0.437454,0.0645,0.52608,0.52608,0.0017,0.96709844,0.963534,0.992323230875062,0.9596742485550324
7,8,8,0.5860466,0.58131,0.0735,0.36918,0.36918,0.0065,0.9552266,0.95049,0.9509831554105449,0.9084044062000864
8,8,8,0.511736,0.5076,0.0732,0.44844,0.44844,0.0033,0.960176,0.95604,0.9956731917175504,0.9560215025305907
9,8,8,0.47292028,0.469098,0.0799,0.48684,0.48684,0.0062,0.95976028,0.955938,0.9997896976571553,0.9595584401645467
10,8,8,0.47569672,0.471852,0.0742,0.40722,0.40722,0.2824,0.88291672,0.879072,0.9940208163053456,0.8776375987440382
