simulation_seed,wifi_node_count,nru_node_count,wifi_channel_occupancy,wifi_channel_efficiency,wifi_collision_probability,nru_channel_occupancy,nru_channel_efficiency,nru_collision_probability,total_channel_occupancy,total_network_efficiency,jain's_fairness_index,joint_airtime_fairness
7,7,7,0.52839464,0.524124,0.0632,0.43206,0.43206,0.0039,0.96045464,0.956184,0.9900398945864418,0.950888410540659
8,7,7,0.55006176,0.545616,0.0613,0.40974,0.40974,0.0047,0.95980176,0.955356,0.9790732329448196,0.9397162121493278
9,7,7,0.43541112,0.431892,0.0599,0.53094,0.53094,0.0039,0.96635112,0.962832,0.9903222146692157,0.956998981306477
10,7,7,0.44706128,0.443448,0.0660,0.51792,0.51792,0.0009,0.96498128,0.961368,0.9946369306914167,0.9598060185138746
1,8,8,0.39289348,0.389718,0.0876,0.56856,0.56856,0.0108,0.96145348,0.958278,0.967695705698248,0.9303944038246363
2,8,8,0.46263112,0.458892,0.0615,0.50418,0.50418,0.0013,0.96681112,0.963072,0.9981565386994533,0.9650288411153418
3,8,8,0.51233484,0.508194,0.0672,0.44958,0.44958,0.0029,0.96191484,0.957774,0.9957618464692187,0.9578380972245432
4,8,8,0.4006784,0.39744,0.0684,0.56814,0.56814,0.0000,0.9688184,0.96558,0.9709891733949482,0.9407121773858163
5,8,8,0.38254988,0.379458,0.0717,0.58626,0.58626,0.0015,0.96880988,0.965718,0.9576591984419109,0.927789693123404
6,8,8,0.43704432,0.433512,0.0710,0.52812,0.52812,0.0024,0.96516432,0.961632,0.9911742355526288,0.9566460070586729
7,8,8,0.58474004,0.580014,0.0679,0.37254,0.37254,0.0046,0.95728004,0.952554,0.953163922968874,0.9124447983062006
8,8,8,0.51179044,0.507654,0.0711,0.4491,0.4491,0.0028,0.96089044,0.956754,0.9957615191046054,0.9568177242274927
9,8,8,0.47379132,0.469962,0.0698,0.489,0.489,0.0052,0.96279132,0.958962,0.999750534578247,0.9625511368572961
10,8,8,0.47341024,0.469584,0.0745,0.40686,0.40686,0.2892,0.88027024,0.876444,0.9943168123551694,0.87526749904792
