CW,simulation_seed,wifi_node_count,nru_node_count,wifi_channel_occupancy,wifi_channel_efficiency,wifi_collision_probability,nru_channel_occupancy,nru_channel_efficiency,nru_collision_probability,total_channel_occupancy,total_network_efficiency,jain's_fairness_index,joint_airtime_fairness
32,1,1,0.8372872,0.83052,0.0026,0.1308,0.1308,0.0180,0.9680872,0.96132,0.6524972084563523,0.6316741955423264
32,1,1,0.8285768,0.82188,0.0007,0.141,0.141,0.0042,0.9695768,0.96288,0.6653821294365498,0.6451390758362758
32,1,1,0.827488,0.8208,0.0026,0.1404,0.1404,0.0168,0.967888,0.9612,0.6649223568935604,0.6435703701689943
32,1,1,0.835654,0.8289,0.0020,0.132,0.132,0.0135,0.967654,0.9609,0.6541147347182987,0.6329567395091007
32,1,1,0.8269436,0.82026,0.0039,0.1398,0.1398,0.0251,0.9667436,0.96006,0.6643588886856665,0.6422647037399806
32,1,1,0.8340208,0.82728,0.0013,0.135,0.135,0.0088,0.9690208,0.96228,0.6577337242863486,0.637357659694937
32,1,1,0.8389204,0.83214,0.0032,0.1284,0.1284,0.0228,0.9673204,0.96054,0.6495505595488225,0.6283235070829908
32,1,1,0.8378316,0.83106,0.0019,0.1308,0.1308,0.0136,0.9686316,0.96186,0.6524028366544228,0.6319380035131122
32,1,1,0.8323876,0.82566,0.0007,0.1368,0.1368,0.0044,0.9691876,0.96246,0.6600242931744219,0.6396873606434144
32,1,1,0.8378316,0.83106,0.0045,0.1284,0.1284,0.0317,0.9662316,0.95946,0.6497359934728849,0.6277954485508951
80,1,1,0.672334,0.6669,0.0000,0.276,0.276,0.0000,0.948334,0.9429,0.8513082536373194,0.8073245614048937
80,1,1,0.6630792,0.65772,0.0000,0.285,0.285,0.0000,0.9480792,0.94272,0.8627911797848545,0.8179943714974811
80,1,1,0.6739672,0.66852,0.0000,0.2742,0.2742,0.0000,0.9481672,0.94272,0.8490663452473644,0.8050568591874268
80,1,1,0.6837664,0.67824,0.0000,0.2628,0.2628,0.0000,0.9465664,0.94104,0.8348745797405109,0.7902642253964884
80,1,1,0.6576352,0.65232,0.0000,0.2898,0.2898,0.0000,0.9474352,0.94212,0.8690115272038624,0.8233321100786969
80,1,1,0.6805,0.675,0.0000,0.2682,0.2682,0.0000,0.9487,0.9432,0.8411330474416541,0.7979829221078972
80,1,1,0.669612,0.6642,0.0000,0.279,0.279,0.0000,0.948612,0.9432,0.855025105708613,0.8110870755764588
