CW,simulation_seed,wifi_node_count,nru_node_count,wifi_channel_occupancy,wifi_channel_efficiency,wifi_collision_probability,nru_channel_occupancy,nru_channel_efficiency,nru_collision_probability,total_channel_occupancy,total_network_efficiency,jain's_fairness_index,joint_airtime_fairness
32,6,6,0.740384,0.7344,0.2572,0.1194,0.1194,0.0657,0.859784,0.8538,0.6571798492606835,0.5650327195167475
32,6,6,0.6843108,0.67878,0.2692,0.177,0.177,0.0328,0.8613108,0.85578,0.7424349910949182,0.6394672761279568
32,6,6,0.7305848,0.72468,0.2626,0.1302,0.1302,0.0441,0.8607848,0.85488,0.6727275681458157,0.5790736652008823
32,6,6,0.713164,0.7074,0.2611,0.1506,0.1506,0.0271,0.863764,0.858,0.7021567557773889,0.6064977279973005
32,6,6,0.7327624,0.72684,0.2661,0.1284,0.1284,0.0183,0.8611624,0.85524,0.670007321711268,0.5769851131824476
32,6,6,0.7147972,0.70902,0.2718,0.1416,0.1416,0.0598,0.8563972,0.85062,0.690617756992816,0.5914431133589281
32,6,6,0.7360288,0.73008,0.2580,0.126,0.126,0.0455,0.8620288,0.85608,0.6663149834840485,0.5743827056347741
32,6,6,0.7207856,0.71496,0.2669,0.1386,0.1386,0.0335,0.8593856,0.85356,0.685433683679612,0.5890518375092135
32,6,6,0.7147972,0.70902,0.2702,0.1422,0.1422,0.0520,0.8569972,0.85122,0.6913640914407805,0.5924970905452929
32,6,6,0.7153416,0.70956,0.2843,0.129,0.129,0.0928,0.8443416,0.83856,0.6746536617278935,0.5696381521891885
80,6,6,0.6565464,0.65124,0.1380,0.2748,0.2748,0.0065,0.9313464,0.92604,0.8561592402600509,0.7973808262429335
80,6,6,0.6091836,0.60426,0.1217,0.3306,0.3306,0.0161,0.9397836,0.93486,0.9192249608151979,0.8638725428847657
80,6,6,0.6794112,0.67392,0.1261,0.2532,0.2532,0.0231,0.9326112,0.92712,0.827227892129085,0.7714819971519765
80,6,6,0.617894,0.6129,0.1105,0.3252,0.3252,0.0128,0.943094,0.9381,0.9121422183615904,0.8602358532835057
80,6,6,0.6527356,0.64746,0.1099,0.2904,0.2904,0.0062,0.9431356,0.93786,0.8713870144914403,0.8218361147445932
80,6,6,0.6217048,0.61668,0.1420,0.3054,0.3054,0.0360,0.9271048,0.92208,0.8957360962199751,0.8304412343388007
80,6,6,0.6630792,0.65772,0.1168,0.2742,0.2742,0.0277,0.9372792,0.93192,0.8531376194969421,0.7996281454919982
80,6,6,0.6325928,0.62748,0.1027,0.3156,0.3156,0.0057,0.9481928,0.94308,0.8994707308277102,0.8528716707815728
