CW,simulation_seed,wifi_node_count,nru_node_count,wifi_channel_occupancy,wifi_channel_efficiency,wifi_collision_probability,nru_channel_occupancy,nru_channel_efficiency,nru_collision_probability,total_channel_occupancy,total_network_efficiency,jain's_fairness_index,joint_airtime_fairness
176,8,2,1,0.64718272,0.641952,0.0118,0.29412,0.29412,0.0004,0.94130272,0.936072,0.8766668851163235,0.8252089234939228
176,9,2,1,0.6470194,0.64179,0.0096,0.29484,0.29484,0.0002,0.9418594,0.93663,0.8773348668049967,0.8263260912480341
224,0,2,1,0.59459368,0.589788,0.0105,0.33924,0.33924,0.0000,0.93383368,0.929028,0.9304289749948508,0.8688659136980695
224,1,2,1,0.58871416,0.583956,0.0099,0.34596,0.34596,0.0003,0.93467416,0.929916,0.9368078119878233,0.8756100547511567
224,2,2,1,0.59219832,0.587412,0.0102,0.34242,0.34242,0.0000,0.93461832,0.929832,0.9333377836699345,0.8723145913661176
224,3,2,1,0.59345044,0.588654,0.0097,0.34122,0.34122,0.0002,0.93467044,0.929874,0.9321188385344527,0.8712239249452858
224,4,2,1,0.59372264,0.588924,0.0094,0.34062,0.34062,0.0000,0.93434264,0.929544,0.9316360280187874,0.8704672659381878
224,5,2,1,0.59241608,0.587628,0.0105,0.34206,0.34206,0.0000,0.93447608,0.929688,0.9330306882238408,0.8718948600511169
224,6,2,1,0.58833308,0.583578,0.0084,0.3465,0.3465,0.0000,0.93483308,0.930078,0.937276403291823,0.8761969869006171
224,7,2,1,0.59334156,0.588546,0.0089,0.34176,0.34176,0.0000,0.93510156,0.930306,0.9325021571370324,0.8719842218422041
224,8,2,1,0.5963902,0.59157,0.0073,0.339,0.339,0.0002,0.9353902,0.93057,0.9296117770918476,0.8695497460962988
224,9,2,1,0.59181724,0.587034,0.0082,0.34326,0.34326,0.0000,0.93507724,0.930294,0.9340055633178967,0.8733673442919442
272,0,2,1,0.54989844,0.545454,0.0063,0.37938,0.37938,0.0000,0.92927844,0.924834,0.9674261710926209,0.8990082830881239
272,1,2,1,0.54919072,0.544752,0.0053,0.38022,0.38022,0.0000,0.92941072,0.924972,0.9680047831661127,0.8996740224858607
272,2,2,1,0.54570656,0.541296,0.0056,0.38364,0.38364,0.0000,0.92934656,0.924936,0.9704864855241861,0.9019182768483922
272,3,2,1,0.54554324,0.541134,0.0077,0.38256,0.38256,0.0003,0.92810324,0.923694,0.970084057896075,0.9003381572056948
272,4,2,1,0.543039,0.53865,0.0082,0.38586,0.38586,0.0000,0.928899,0.92451,0.972164949657843,0.9030430495722207
272,5,2,1,0.54723088,0.542808,0.0088,0.38118,0.38118,0.0002,0.92841088,0.923988,0.9690024896736057,0.8996324541600632
272,6,2,1,0.54924516,0.544806,0.0064,0.37986,0.37986,0.0002,0.92910516,0.924666,0.9678322229049233,0.8992179123152344
272,7,2,1,0.54559768,0.541188,0.0063,0.38364,0.38364,0.0000,0.92923768,0.924828,0.9705182554296515,0.9018421320730967
272,8,2,1,0.54968068,0.545238,0.0081,0.37914,0.37914,0.0000,0.92882068,0.924378,0.9673868747247325,0.8985289348049008
272,9,2,1,0.54723088,0.542808,0.0083,0.38178,0.38178,0.0000,0.92901088,0.924588,0.969257736643082,0.9004509828655979
320,0,2,1,0.507653,0.50355,0.0068,0.41592,0.41592,0.0000,0.923573,0.91947,0.9902311081241221,0.9145507152235198
320,1,2,1,0.50906844,0.504954,0.0040,0.41538,0.41538,0.0000,0.92444844,0.920334,0.9898335623212136,0.9150500925474887
320,2,2,1,0.50373332,0.499662,0.0062,0.42054,0.42054,0.0000,0.92427332,0.920202,0.9919634114955059,0.9168453156614774
320,3,2,1,0.507653,0.50355,0.0060,0.41604,0.41604,0.0000,0.923693,0.91959,0.9902589076033337,0.9146952211408461
320,4,2,1,0.5046588,0.50058,0.0094,0.41838,0.41838,0.0000,0.9230388,0.91896,0.991338556516338,0.9150439516005728
320,5,2,1,0.50623756,0.502146,0.0053,0.41766,0.41766,0.0000,0.92389756,0.919806,0.990891935878991,0.9154826417822763
320,6,2,1,0.50781632,0.503712,0.0058,0.41568,0.41568,0.0000,0.92349632,0.919392,0.9901442460207512,0.9143945674693384
320,7,2,1,0.50961284,0.505494,0.0053,0.41436,0.41436,0.0000,0.92397284,0.919854,0.9894841041223913,0.9142564378208216
320,8,2,1,0.50591092,0.501822,0.0066,0.41808,0.41808,0.0000,0.92399092,0.919902,0.9910452607179752,0.9157168222124418
320,9,2,1,0.50748968,0.503388,0.0068,0.41616,0.41616,0.0000,0.92364968,0.919548,0.9903175827590806,0.9147065184137982
368,0,2,1,0.47292028,0.469098,0.0048,0.44622,0.44622,0.0000,0.91914028,0.915318,0.9991568560917292,0.9183653124720718
368,1,2,1,0.47357356,0.469746,0.0057,0.44592,0.44592,0.0000,0.91949356,0.915666,0.9990963254014278,0.9186626370262773
368,2,2,1,0.47068824,0.466884,0.0076,0.44832,0.44832,0.0000,0.91900824,0.915204,0.9994079374227587,0.9184641296129197
368,3,2,1,0.47123264,0.467424,0.0055,0.44814,0.44814,0.0000,0.91937264,0.915564,0.9993694927165974,0.9187929688543188
368,4,2,1,0.4698172,0.46602,0.0083,0.44856,0.44856,0.0000,0.9183772,0.91458,0.9994645273226227,0.9178854341018737
368,5,2,1,0.473628,0.4698,0.0059,0.44586,0.44586,0.0000,0.919488,0.91566,0.9990888263085964,0.9186501867248387
368,6,2,1,0.47166816,0.467856,0.0051,0.44718,0.44718,0.0000,0.91884816,0.915036,0.9992902319422081,0.9181959909260712
368,7,2,1,0.47373688,0.469908,0.0078,0.44484,0.44484,0.0000,0.91857688,0.914748,0.9990113528655238,0.9176687315997919
368,8,2,1,0.47569672,0.471852,0.0052,0.44388,0.44388,0.0000,0.91957672,0.915732,0.9988043191120703,0.918477199690911
368,9,2,1,0.4698172,0.46602,0.0030,0.45066,0.45066,0.0000,0.9204772,0.91668,0.9995670378599595,0.9200786682216295
416,0,2,1,0.4417806,0.43821,0.0042,0.47376,0.47376,0.0000,0.9155406,0.91197,0.9987814149131025,0.9144249358783908
416,1,2,1,0.44542808,0.441828,0.0056,0.4698,0.4698,0.0000,0.91522808,0.911628,0.9992913807322089,0.9145795317480886
416,2,2,1,0.4420528,0.43848,0.0051,0.47322,0.47322,0.0000,0.9152728,0.9117,0.998841779725105,0.9142127124859801
416,3,2,1,0.43982076,0.436266,0.0062,0.47538,0.47538,0.0000,0.91520076,0.911646,0.9984926397297731,0.9138212227350945
416,4,2,1,0.44363156,0.440046,0.0049,0.47166,0.47166,0.0000,0.91529156,0.911706,0.9990631460837992,0.9144340655175485
416,5,2,1,0.44172616,0.438156,0.0042,0.47442,0.47442,0.0000,0.91614616,0.912576,0.9987281098378754,0.9149809227120278
416,6,2,1,0.44090956,0.437346,0.0039,0.47448,0.47448,0.0000,0.91538956,0.911826,0.9986568687603591,0.9141600716855229
416,7,2,1,0.44243388,0.438858,0.0054,0.47286,0.47286,0.0000,0.91529388,0.911718,0.9988961949178502,0.9142835739635954
416,8,2,1,0.44575472,0.442152,0.0044,0.47004,0.47004,0.0000,0.91579472,0.912192,0.9992972761988721,0.9151511692533086
416,9,2,1,0.44129064,0.437724,0.0078,0.47352,0.47352,0.0000,0.91481064,0.911244,0.9987603410002434,0.9136765867570509
464,0,2,1,0.41559496,0.412236,0.0034,0.4965,0.4965,0.0000,0.91209496,0.908736,0.9921933028239347,0.9049745108514646
464,1,2,1,0.41793588,0.414558,0.0029,0.49518,0.49518,0.0000,0.91311588,0.909738,0.9928947025758278,0.9066279200898653
464,2,2,1,0.41962352,0.416232,0.0031,0.4926,0.4926,0.0000,0.91222352,0.908832,0.9936409422385376,0.9064226379449554
464,3,2,1,0.41603048,0.412668,0.0026,0.49626,0.49626,0.0000,0.91229048,0.908928,0.9923253919237802,0.9052890081143335
464,4,2,1,0.41309072,0.409752,0.0052,0.49848,0.49848,0.0000,0.91157072,0.908232,0.9913017508678611,0.9036416507758767
464,5,2,1,0.41842584,0.415044,0.0036,0.49344,0.49344,0.0000,0.91186584,0.908484,0.9932780474136963,0.90573632105845
464,6,2,1,0.41597604,0.412614,0.0037,0.4962,0.4962,0.0000,0.91217604,0.908814,0.9923245366812729,0.9051746662647582
464,7,2,1,0.41624824,0.412884,0.0055,0.49542,0.49542,0.0000,0.91166824,0.908304,0.9925147909222978,0.9048442126140992
464,8,2,1,0.41543164,0.412074,0.0052,0.4965,0.4965,0.0000,0.91193164,0.908574,0.9921592144323025,0.9047813795583614
464,9,2,1,0.41205636,0.408726,0.0055,0.49968,0.49968,0.0000,0.91173636,0.908406,0.9908481032147514,0.9033922429379218
512,0,2,1,0.39322012,0.390042,0.0041,0.51576,0.51576,0.0000,0.90898012,0.905802,0.9821505759579533,0.8927553483923295
512,1,2,1,0.39371008,0.390528,0.0039,0.51462,0.51462,0.0000,0.90833008,0.905148,0.9825896043755792,0.8925156939496383
512,2,2,1,0.38968152,0.386532,0.0028,0.51936,0.51936,0.0000,0.90904152,0.905892,0.9800556845279027,0.8909113091478852
512,3,2,1,0.38913712,0.385992,0.0025,0.5199,0.5199,0.0000,0.90903712,0.905892,0.9797273304121067,0.8906085108231099
512,4,2,1,0.38821164,0.385074,0.0042,0.52002,0.52002,0.0000,0.90823164,0.905094,0.9793727806028611,0.8894973466982968
512,5,2,1,0.3925124,0.38934,0.0033,0.51666,0.51666,0.0000,0.9091724,0.906,0.9816953717363344,0.8925303371904153
512,6,2,1,0.39104252,0.387882,0.0042,0.51804,0.51804,0.0000,0.90908252,0.905922,0.9808578954145907,0.8916807673253926
512,7,2,1,0.39207688,0.388908,0.0030,0.5166,0.5166,0.0000,0.90867688,0.905508,0.9815667934862007,0.8919270514166452
512,8,2,1,0.39338344,0.390204,0.0044,0.51576,0.51576,0.0000,0.90914344,0.905964,0.9822035586934752,0.892963922130828
512,9,2,1,0.3930568,0.38988,0.0041,0.51582,0.51582,0.0000,0.9088768,0.9057,0.9820826246115388,0.8925921131925367
