CW,simulation_seed,wifi_node_count,nru_node_count,wifi_channel_occupancy,wifi_channel_efficiency,wifi_collision_probability,nru_channel_occupancy,nru_channel_efficiency,nru_collision_probability,total_channel_occupancy,total_network_efficiency,jain's_fairness_index,joint_airtime_fairness
32,5,5,0.7529052,0.74682,0.2291,0.1266,0.1266,0.0047,0.8795052,0.87342,0.6635251537920187,0.5835738230908801
32,5,5,0.7501832,0.74412,0.2157,0.1344,0.1344,0.0303,0.8845832,0.87852,0.6735846974208938,0.595841707115606
32,5,5,0.7011872,0.69552,0.2365,0.18,0.18,0.0260,0.8811872,0.87552,0.7408366515552222,0.6528157746413218
32,5,5,0.7409284,0.73494,0.2119,0.1452,0.1452,0.0435,0.8861284,0.88014,0.6887225793683274,0.610296637299529
32,5,5,0.7659708,0.75978,0.2157,0.117,0.117,0.0250,0.8829708,0.87678,0.6492647298934355,0.5732817979657906
32,5,5,0.7251408,0.71928,0.2179,0.162,0.162,0.0074,0.8871408,0.88128,0.7127848515251435,0.632340523409897
32,5,5,0.7311292,0.72522,0.2330,0.1476,0.1476,0.0428,0.8787292,0.87282,0.6939740273780257,0.6098152418986706
32,5,5,0.7452836,0.73926,0.2235,0.1356,0.1356,0.0216,0.8808836,0.87486,0.6761141362586762,0.5955778543584332
32,5,5,0.7278628,0.72198,0.2135,0.159,0.159,0.0502,0.8868628,0.88098,0.7084983414606456,0.6283408229031442
32,5,5,0.7616156,0.75546,0.2154,0.1212,0.1212,0.0516,0.8828156,0.87666,0.6552049735912175,0.5784251718839148
80,5,5,0.642392,0.6372,0.0944,0.3066,0.3066,0.0078,0.948992,0.9438,0.8887283286472345,0.8433960740595963
80,5,5,0.6489248,0.64368,0.0709,0.3078,0.3078,0.0077,0.9567248,0.95148,0.887208074607018,0.8488139677367844
80,5,5,0.6266044,0.62154,0.1029,0.3174,0.3174,0.0204,0.9440044,0.93894,0.9031089948356633,0.8525388648044434
80,5,5,0.620616,0.6156,0.0887,0.3318,0.3318,0.0054,0.952416,0.9474,0.9157862066299841,0.872209435773703
80,5,5,0.6467472,0.64152,0.0847,0.3012,0.3012,0.0271,0.9479472,0.94272,0.8827091607311196,0.8367616773294148
80,5,5,0.6173496,0.61236,0.0825,0.3378,0.3378,0.0035,0.9551496,0.95016,0.9210992079509531,0.8797875400346697
80,5,5,0.5993844,0.59454,0.1034,0.3474,0.3474,0.0086,0.9467844,0.94194,0.9338510813510904,0.8841556357463433
80,5,5,0.6353148,0.63018,0.1119,0.3054,0.3054,0.0136,0.9407148,0.93558,0.8904758729329681,0.8376838327109625
80,5,5,0.62606,0.621,0.0851,0.327,0.327,0.0055,0.95306,0.948,0.9103623502229264,0.8676299415034623
80,5,5,0.677778,0.6723,0.0899,0.2694,0.2694,0.0110,0.947178,0.9417,0.8432468737223102,0.7987048873585503
