CW,simulation_seed,wifi_node_count,nru_node_count,wifi_channel_occupancy,wifi_channel_efficiency,wifi_collision_probability,nru_channel_occupancy,nru_channel_efficiency,nru_collision_probability,total_channel_occupancy,total_network_efficiency,jain's_fairness_index,joint_airtime_fairness
32,1,6,0.4643732,0.46062,0.0012,0.5148,0.5148,0.0012,0.9791732,0.97542,0.9973548306747356,0.976583121087239
32,1,6,0.47635,0.4725,0.0135,0.4956,0.4956,0.0143,0.97195,0.9681,0.9996078941726463,0.9715688927411036
32,1,6,0.4197324,0.41634,0.0103,0.5562,0.5562,0.0086,0.9759324,0.97254,0.9808217176369587,0.9572156928655594
32,1,6,0.4970372,0.49302,0.0044,0.4794,0.4794,0.0050,0.9764372,0.97242,0.9996738412950732,0.9761187265074056
32,1,6,0.4959484,0.49194,0.0141,0.4752,0.4752,0.0161,0.9711484,0.96714,0.9995437531959287,0.9707053166462211
32,1,6,0.38108,0.378,0.0113,0.5958,0.5958,0.0080,0.97688,0.9738,0.953913719832947,0.9318592346304093
32,1,6,0.5003036,0.49626,0.0054,0.4752,0.4752,0.0063,0.9755036,0.97146,0.9993382000219948,0.974858011738976
32,1,6,0.5155468,0.51138,0.0011,0.4626,0.4626,0.0013,0.9781468,0.97398,0.9970785347522897,0.975289178116641
32,1,6,0.4758056,0.47196,0.0023,0.5022,0.5022,0.0024,0.9780056,0.97416,0.9992721788007002,0.9772937867912861
32,1,6,0.5106472,0.50652,0.0074,0.4638,0.4638,0.0090,0.9744472,0.97032,0.9976940598033777,0.9722001830320339
80,1,6,0.2351808,0.23328,0.0000,0.741,0.741,0.0000,0.9761808,0.97428,0.7883381292817625,0.7695605457127743
80,1,6,0.2722,0.27,0.0099,0.6984,0.6984,0.0043,0.9706,0.9684,0.8383512555009706,0.813703728589242
80,1,6,0.2351808,0.23328,0.0226,0.735,0.735,0.0081,0.9701808,0.96828,0.7902564676770736,0.7666916520161173
80,1,6,0.269478,0.2673,0.0040,0.7032,0.7032,0.0017,0.972678,0.9705,0.8341457328377844,0.8113552031251905
80,1,6,0.2792772,0.27702,0.0116,0.6906,0.6906,0.0052,0.9698772,0.96762,0.8475589351792516,0.8220280868866341
80,1,6,0.239536,0.2376,0.0023,0.7374,0.7374,0.0008,0.976936,0.975,0.7938332946047736,0.7755243234980091
80,1,6,0.2770996,0.27486,0.0097,0.6936,0.6936,0.0043,0.9706996,0.96846,0.8445210426547352,0.8197762382965343
80,1,6,0.2841768,0.28188,0.0076,0.687,0.687,0.0035,0.9711768,0.96888,0.8532123594234068,0.828620048945274
80,1,6,0.2716556,0.26946,0.0099,0.699,0.699,0.0043,0.9706556,0.96846,0.8376387251399628,0.8130587193339657
80,1,6,0.2879876,0.28566,0.0167,0.6798,0.6798,0.0079,0.9677876,0.96546,0.8591755243949746,0.8314994187329539
128,1,6,0.1671308,0.16578,0.0000,0.8082,0.8082,0.0000,0.9753308,0.97398,0.6983132540585136,0.6810864247314934
128,1,6,0.1938064,0.19224,0.0326,0.7704,0.7704,0.0093,0.9642064,0.96264,0.7365930488220072,0.7102277318696918
128,1,6,0.155154,0.1539,0.0035,0.8196,0.8196,0.0007,0.974754,0.9735,0.6827552824108982,0.6655184425511527
128,1,6,0.1910844,0.18954,0.0028,0.78,0.78,0.0008,0.9710844,0.96954,0.7311098934312978,0.7099694121967958
128,1,6,0.1910844,0.18954,0.0028,0.78,0.78,0.0008,0.9710844,0.96954,0.7311098934312978,0.7099694121967958
128,1,6,0.1475324,0.14634,0.0000,0.828,0.828,0.0000,0.9755324,0.97434,0.6726964871371113,0.6562372185684353
128,1,6,0.1965284,0.19494,0.0055,0.774,0.774,0.0015,0.9705284,0.96894,0.7385339844071163,0.7167682062322634
128,1,6,0.1976172,0.19602,0.0055,0.7728,0.7728,0.0016,0.9704172,0.96882,0.7400207406504593,0.7181288550839449
128,1,6,0.19054,0.189,0.0085,0.7794,0.7794,0.0023,0.96994,0.9684,0.7306831791375551,0.7087188427726802
128,1,6,0.1976172,0.19602,0.0136,0.771,0.771,0.0039,0.9686172,0.96702,0.7405120925689564,0.7172727496702833
176,1,6,0.119768,0.1188,0.0000,0.855,0.855,0.0000,0.974768,0.9738,0.6373837503876025,0.6213012835978226
176,1,6,0.1437216,0.14256,0.0222,0.8226,0.8226,0.0044,0.9663216,0.96516,0.6695408984465148,0.6469918322522736
176,1,6,0.1192236,0.11826,0.0000,0.855,0.855,0.0000,0.9742236,0.97326,0.6367831548089541,0.6203691774973366
176,1,6,0.1513432,0.15012,0.0000,0.8196,0.8196,0.0000,0.9709432,0.96972,0.6785662978825024,0.6588493326781901
