simulation_seed,wifi_node_count,nru_node_count,wifi_channel_occupancy,wifi_channel_efficiency,wifi_collision_probability,nru_channel_occupancy,nru_channel_efficiency,nru_collision_probability,total_channel_occupancy,total_network_efficiency,jain's_fairness_index,joint_airtime_fairness
1,2,5,0.50841516,0.504306,0.0346,0.45738,0.45738,0.0059,0.96579516,0.961686,0.9972154315222689,0.9631058372415187
2,2,5,0.41053204,0.407214,0.0312,0.56148,0.56148,0.0027,0.97201204,0.968694,0.9764515722328261,0.9491226846872366
3,2,5,0.52621704,0.521964,0.0318,0.44046,0.44046,0.0023,0.96667704,0.962424,0.9921914171312405,0.9591286622258328
4,2,5,0.52006532,0.515862,0.0352,0.44334,0.44334,0.0130,0.96340532,0.959202,0.9936974902037684,0.9573334485329584
5,2,5,0.44139952,0.437832,0.0397,0.52428,0.52428,0.0133,0.96567952,0.962112,0.9926877482518633,0.9586182282417403
6,2,5,0.51451244,0.510354,0.0336,0.4521,0.4521,0.0025,0.96661244,0.962454,0.9958482544444648,0.962599311098305
7,2,5,0.50993948,0.505818,0.0286,0.45888,0.45888,0.0005,0.96881948,0.964698,0.9972301105688081,0.966135957161615
8,2,5,0.44771456,0.444096,0.0308,0.52344,0.52344,0.0006,0.97115456,0.967536,0.9939566970248224,0.9652855787581947
9,2,5,0.52022864,0.516024,0.0319,0.44502,0.44502,0.0096,0.96524864,0.961044,0.9939656782585974,0.9594240191457887
10,2,5,0.58463116,0.579906,0.0317,0.37836,0.37836,0.0079,0.96299116,0.958266,0.9561317643811812,0.9207464368942804
1,6,4,0.52267844,0.518454,0.0383,0.43974,0.43974,0.0019,0.96241844,0.958194,0.9926282519161825,0.9553237337090994
2,6,4,0.48299168,0.479088,0.0377,0.48186,0.48186,0.0007,0.96485168,0.960948,0.999998624294197,0.9648503526479447
3,6,4,0.43949412,0.435942,0.0362,0.52776,0.52776,0.0009,0.96725412,0.963702,0.9917414651463897,0.9592660181376819
4,6,4,0.46905504,0.465264,0.0520,0.48792,0.48792,0.0180,0.95697504,0.953184,0.9996115440131366,0.9566032973164331
5,6,4,0.46448208,0.460728,0.0486,0.4965,0.4965,0.0084,0.96098208,0.957228,0.9988911474075782,0.9599164925293211
6,6,4,0.45745932,0.453762,0.0361,0.50868,0.50868,0.0024,0.96613932,0.962442,0.9971971993154279,0.963431424052512
7,6,4,0.48201176,0.478116,0.0426,0.48042,0.48042,0.0048,0.96243176,0.958536,0.999997264642508,0.9624291274050748
8,6,4,0.46867396,0.464886,0.0404,0.49476,0.49476,0.0065,0.96343396,0.959646,0.9992674215499072,0.9627281690428164
9,6,4,0.53383864,0.529524,0.0407,0.42708,0.42708,0.0017,0.96091864,0.956604,0.9878071565510973,0.9492023094553476
10,6,4,0.55022508,0.545778,0.0404,0.40926,0.40926,0.0038,0.95948508,0.955038,0.9788713261316634,0.9392124326631451
1,5,8,0.36768776,0.364716,0.0815,0.59694,0.59694,0.0108,0.96462776,0.961656,0.9465379398430952,0.9130567726658596
2,5,8,0.532151,0.52785,0.0737,0.42582,0.42582,0.0084,0.957971,0.95367,0.9878298143860971,0.9463123151172638
3,5,8,0.5228962,0.51867,0.0722,0.4359,0.4359,0.0086,0.9587962,0.95457,0.9918344182200604,0.9509670712186046
4,5,8,0.47379132,0.469962,0.0670,0.48912,0.48912,0.0088,0.96291132,0.959082,0.999746646512158,0.9626673630585956
5,5,8,0.40519692,0.401922,0.0686,0.56214,0.56214,0.0048,0.96733692,0.964062,0.9743525068619473,0.942527152982115
6,5,8,0.50906844,0.504954,0.0736,0.44958,0.44958,0.0102,0.95864844,0.954534,0.9961640117442567,0.9549710758427734
7,5,8,0.54342008,0.539028,0.0682,0.41604,0.41604,0.0062,0.95946008,0.955068,0.9826794731077529,0.9428417258823225
8,5,8,0.57798948,0.573318,0.0675,0.3801,0.3801,0.0057,0.95808948,0.953418,0.9590842938932175,0.9188885724123199
9,5,8,0.4692728,0.46548,0.0699,0.4944,0.4944,0.0037,0.9636728,0.95988,0.99932058704234,0.9630180682127355
10,5,8,0.45206976,0.448416,0.0699,0.5112,0.5112,0.0086,0.96326976,0.959616,0.9962460365766075,0.9596536805540999
1,6,3,0.55811888,0.553608,0.0273,0.39702,0.39702,0.0008,0.95513888,0.950628,0.9723388870870878,0.9287186755928075
2,6,3,0.44139952,0.437832,0.0251,0.5217,0.5217,0.0023,0.96309952,0.959532,0.9930962462819436,0.9564505181079417
3,6,3,0.46916392,0.465372,0.0257,0.49236,0.49236,0.0004,0.96152392,0.957732,0.9994183572319338,0.9609646565656094
4,6,3,0.46774848,0.463968,0.0367,0.48846,0.48846,0.0092,0.95620848,0.952428,0.9995310623976267,0.9557600778880198
5,6,3,0.46916392,0.465372,0.0229,0.49314,0.49314,0.0007,0.96230392,0.958512,0.9993796135064875,0.9617069196453779
6,6,3,0.4660064,0.46224,0.0275,0.49512,0.49512,0.0005,0.9611264,0.95736,0.9990832888717599,0.9602453247334747
7,6,3,0.47221256,0.468396,0.0256,0.48912,0.48912,0.0000,0.96133256,0.957516,0.9996907753614441,0.961035292286602
8,6,3,0.47074268,0.466938,0.0288,0.48996,0.48996,0.0002,0.96070268,0.956898,0.9996000240327751,0.9603184220163515
9,6,3,0.54401892,0.539622,0.0325,0.40872,0.40872,0.0087,0.95273892,0.948342,0.9802316881204389,0.9339048798896439
10,6,3,0.46823844,0.464454,0.0288,0.49152,0.49152,0.0040,0.95975844,0.955974,0.9994119086459429,0.9591940143594526
