simulation_seed,wifi_node_count,nru_node_count,wifi_channel_occupancy,wifi_channel_efficiency,wifi_collision_probability,nru_channel_occupancy,nru_channel_efficiency,nru_collision_probability,total_channel_occupancy,total_network_efficiency,jain's_fairness_index,joint_airtime_fairness
5,7,7,0.39392784,0.390744,0.0714,0.57144,0.57144,0.0061,0.96536784,0.962184,0.9672938816122979,0.9337944051372797
6,7,7,0.43911304,0.435564,0.0660,0.52584,0.52584,0.0039,0.96495304,0.961404,0.991986876862529,0.957220752468603
7,7,7,0.5299734,0.52569,0.0599,0.4314,0.4314,0.0044,0.9613734,0.95709,0.9895961693233455,0.9513714339293604
8,7,7,0.55164052,0.547182,0.0605,0.40818,0.40818,0.0058,0.95982052,0.955362,0.9781480925345246,0.9388466108134955
9,7,7,0.436881,0.43335,0.0678,0.52782,0.52782,0.0036,0.964701,0.96117,0.9911920930094534,0.9562040033183128
10,7,7,0.45936472,0.455652,0.0618,0.50604,0.50604,0.0015,0.96540472,0.961692,0.9976679329031701,0.9631533314173637
1,8,8,0.396051,0.39285,0.0749,0.56898,0.56898,0.0087,0.965031,0.96183,0.9688880848191971,0.9350070373811545
2,8,8,0.4583848,0.45468,0.0670,0.50724,0.50724,0.0012,0.9656248,0.96192,0.9974467432696406,0.963159311980398
3,8,8,0.51837768,0.514188,0.0699,0.44214,0.44214,0.0046,0.96051768,0.956328,0.9937396124501281,0.9545044670746962
4,8,8,0.40220272,0.398952,0.0746,0.56508,0.56508,0.0001,0.96728272,0.964032,0.9724277936122925,0.9406126012088969
5,8,8,0.38113444,0.378054,0.0739,0.58722,0.58722,0.0017,0.96835444,0.965274,0.956670009997717,0.9263956517961337
6,8,8,0.43655436,0.433026,0.0737,0.52794,0.52794,0.0031,0.96449436,0.960966,0.9911023557219169,0.9559126322765025
7,8,8,0.581147,0.57645,0.0744,0.37386,0.37386,0.0067,0.955007,0.95031,0.9550077295825576,0.9120390668054497
8,8,8,0.51233484,0.508194,0.0756,0.44682,0.44682,0.0040,0.95915484,0.955014,0.9953561261047579,0.9547006458770289
9,8,8,0.47194036,0.468126,0.0723,0.49032,0.49032,0.0051,0.96226036,0.958446,0.9996353045071102,0.9619094279837216
10,8,8,0.47270252,0.468882,0.0724,0.40482,0.40482,0.2993,0.87752252,0.873702,0.9940514892403884,0.8723025678479785
