CW,simulation_seed,wifi_node_count,nru_node_count,wifi_channel_occupancy,wifi_channel_efficiency,wifi_collision_probability,nru_channel_occupancy,nru_channel_efficiency,nru_collision_probability,total_channel_occupancy,total_network_efficiency,jain's_fairness_index,joint_airtime_fairness
416,1,5,8,0.15531732,0.154062,0.0303,0.82236,0.82236,0.0024,0.97767732,0.976422,0.6823627262863652,0.667130561503547
416,2,5,8,0.26201972,0.259902,0.0159,0.70974,0.70974,0.0002,0.97175972,0.969642,0.8248963733872677,0.8016010688318267
416,3,5,8,0.25956992,0.257472,0.0283,0.70974,0.70974,0.0022,0.96930992,0.967212,0.8225788205204404,0.7973338107123625
416,4,5,8,0.22118972,0.219402,0.0257,0.7512,0.7512,0.0040,0.97238972,0.970602,0.7709565929088045,0.7496702655107463
416,5,5,8,0.1804686,0.17901,0.0157,0.79764,0.79764,0.0004,0.9781086,0.97665,0.7152351975856747,0.6995776977812477
416,6,5,8,0.25592244,0.253854,0.0196,0.71496,0.71496,0.0017,0.97088244,0.968814,0.8172979013041288,0.7935001806250318
416,7,5,8,0.30491844,0.302454,0.0191,0.66174,0.66174,0.0035,0.96665844,0.964194,0.8800832532534892,0.8507399046601428
416,8,5,8,0.31722188,0.314658,0.0240,0.64872,0.64872,0.0018,0.96594188,0.963378,0.8946329031425765,0.8641633883713983
416,9,5,8,0.22015536,0.218376,0.0201,0.75426,0.75426,0.0004,0.97441536,0.972636,0.7689677591028996,0.7492939958146452
464,0,5,8,0.16625976,0.164916,0.0113,0.81192,0.81192,0.0001,0.97817976,0.976836,0.6965325291866258,0.6813340222319666
464,1,5,8,0.14094516,0.139806,0.0365,0.8361,0.8361,0.0027,0.97704516,0.975906,0.6639164501112881,0.6486763542256154
464,2,5,8,0.24329236,0.241326,0.0212,0.7275,0.7275,0.0002,0.97079236,0.968826,0.8007833582952614,0.7773943662481824
464,3,5,8,0.24057036,0.238626,0.0251,0.72906,0.72906,0.0016,0.96963036,0.967686,0.7975728849924492,0.7733508836014671
464,4,5,8,0.20186352,0.200232,0.0222,0.77118,0.77118,0.0031,0.97304352,0.971412,0.744974158303519,0.7248922773046934
464,5,5,8,0.17007056,0.168696,0.0198,0.80736,0.80736,0.0004,0.97743056,0.976056,0.7017000767463442,0.6858630989662221
464,6,5,8,0.239536,0.2376,0.0265,0.73014,0.73014,0.0016,0.969676,0.96774,0.7961899604847402,0.7720462961230009
464,7,5,8,0.28755208,0.285228,0.0229,0.678,0.678,0.0034,0.96555208,0.963228,0.8594598499380441,0.8298532457841664
464,8,5,8,0.2904374,0.28809,0.0216,0.67566,0.67566,0.0011,0.9660974,0.96375,0.8628169763064318,0.8335652374855054
464,9,5,8,0.20246236,0.200826,0.0200,0.77166,0.77166,0.0006,0.97412236,0.972486,0.7454742159639893,0.7261831025739909
512,0,5,8,0.155154,0.1539,0.0179,0.82224,0.82224,0.0000,0.977394,0.97614,0.6822089170490717,0.6667869022702604
512,1,5,8,0.1290228,0.12798,0.0405,0.84768,0.84768,0.0032,0.9767028,0.97566,0.6487606332287633,0.6336463270043061
512,2,5,8,0.22412948,0.222318,0.0160,0.74706,0.74706,0.0002,0.97118948,0.969378,0.7752411275939388,0.7529060275825711
512,3,5,8,0.2215708,0.21978,0.0164,0.74934,0.74934,0.0008,0.9709108,0.96912,0.7719141183373944,0.7494597541662542
512,4,5,8,0.18438828,0.182898,0.0225,0.78888,0.78888,0.0021,0.97326828,0.971778,0.7216264271270337,0.7023361115324734
512,5,5,8,0.15526288,0.154008,0.0131,0.82272,0.82272,0.0004,0.97798288,0.976728,0.6822289244449503,0.6672082083479749
512,6,5,8,0.22358508,0.221778,0.0168,0.74694,0.74694,0.0016,0.97052508,0.968718,0.7747195067820221,0.7518847112971825
512,7,5,8,0.26577608,0.263628,0.0209,0.69948,0.69948,0.0026,0.96525608,0.963108,0.8320271466610616,0.8031192620396413
512,8,5,8,0.26958688,0.267408,0.0173,0.69666,0.69666,0.0010,0.96624688,0.964068,0.8365703865683475,0.8083335259220596
512,9,5,8,0.18983228,0.188298,0.0166,0.7848,0.7848,0.0002,0.97463228,0.973098,0.7285159635653743,0.7100351745861176
