simulation_seed,wifi_node_count,nru_node_count,wifi_channel_occupancy,wifi_channel_efficiency,wifi_collision_probability,nru_channel_occupancy,nru_channel_efficiency,nru_collision_probability,total_channel_occupancy,total_network_efficiency,jain's_fairness_index,joint_airtime_fairness
10,3,3,0.48364496,0.479736,0.0260,0.47748,0.47748,0.0026,0.96112496,0.957216,0.999958858232408,0.9610854176202689
1,4,4,0.52360392,0.519372,0.0340,0.43878,0.43878,0.0037,0.96238392,0.958152,0.9922913352125216,0.9549652249638605
2,4,4,0.40704788,0.403758,0.0337,0.56244,0.56244,0.0014,0.96948788,0.966198,0.9749529336812403,0.9452050527744061
3,4,4,0.54347452,0.539082,0.0319,0.4191,0.4191,0.0007,0.96257452,0.958182,0.983578860197705,0.946767949236953
4,4,4,0.46442764,0.460674,0.0477,0.49584,0.49584,0.0099,0.96026764,0.956514,0.9989310631163235,0.959241174501403
5,4,4,0.46812956,0.464346,0.0420,0.49362,0.49362,0.0094,0.96174956,0.957966,0.9992980184501153,0.9610744295532703
6,4,4,0.47215812,0.468342,0.0349,0.49272,0.49272,0.0030,0.96487812,0.961062,0.9995460755851814,0.9644401382640077
7,4,4,0.55245712,0.547992,0.0277,0.41124,0.41124,0.0007,0.96369712,0.959232,0.9789783564118139,0.9434386226163985
8,4,4,0.47030716,0.466506,0.0355,0.49548,0.49548,0.0005,0.96578716,0.961986,0.9993210987111053,0.965131485852278
9,4,4,0.54831968,0.543888,0.0403,0.40974,0.40974,0.0099,0.95805968,0.953628,0.9795062611264959,0.938425455092847
10,4,4,0.54701312,0.542592,0.0369,0.41334,0.41334,0.0032,0.96035312,0.955932,0.9809939187500722,0.9421005705726583
1,5,5,0.50161016,0.497556,0.0430,0.46392,0.46392,0.0010,0.96553016,0.961476,0.9984785313607246,0.9640611361412855
2,5,5,0.45070876,0.447066,0.0523,0.51324,0.51324,0.0075,0.96394876,0.960306,0.9958095326320108,0.9599093641768063
3,5,5,0.44820452,0.444582,0.0466,0.51846,0.51846,0.0036,0.96666452,0.963042,0.9947456270925403,0.9615853041355095
4,5,5,0.458657,0.45495,0.0540,0.50238,0.50238,0.0146,0.961037,0.95733,0.9979344215596433,0.9590519026924149
5,5,5,0.4216378,0.41823,0.0451,0.5466,0.5466,0.0038,0.9682378,0.96483,0.9836160406959333,0.952374231288141
6,5,5,0.42283548,0.419418,0.0444,0.54612,0.54612,0.0016,0.96895548,0.965538,0.9840692900802936,0.9535193313230101
7,5,5,0.46235892,0.458622,0.0503,0.50154,0.50154,0.0072,0.96389892,0.960162,0.9983504221201147,0.9623088936631227
8,5,5,0.4551184,0.45144,0.0486,0.50976,0.50976,0.0065,0.9648784,0.9612,0.9968032322557516,0.9617939078537581
9,5,5,0.52055528,0.516348,0.0463,0.44232,0.44232,0.0047,0.96287528,0.958668,0.9934414552402412,0.9565602193780547
10,5,5,0.52284176,0.518616,0.0464,0.44004,0.44004,0.0031,0.96288176,0.958656,0.9926593678445769,0.9558135991906737
1,6,6,0.44961996,0.445986,0.0565,0.51564,0.51564,0.0068,0.96525996,0.961626,0.995343752275494,0.9607654705076932
2,6,6,0.53721392,0.532872,0.0548,0.42348,0.42348,0.0101,0.96069392,0.956352,0.9861781772411742,0.9474153789122783
3,6,6,0.48348164,0.479574,0.0608,0.47856,0.47856,0.0077,0.96204164,0.958134,0.9999738289841252,0.9620164623929675
4,6,6,0.47738436,0.473526,0.0570,0.48702,0.48702,0.0040,0.96440436,0.960546,0.9999001841637118,0.9643080971722866
5,6,6,0.4412362,0.43767,0.0751,0.51624,0.51624,0.0192,0.9574762,0.95391,0.9939010690439175,0.9516366187641078
6,6,6,0.48413492,0.480222,0.0623,0.47718,0.47718,0.0095,0.96131492,0.957402,0.9999476604263439,0.9612646051869379
7,6,6,0.42887832,0.425412,0.0616,0.5376,0.5376,0.0019,0.96647832,0.963012,0.987503547552045,0.9544007696321405
8,6,6,0.48821792,0.484272,0.0617,0.47244,0.47244,0.0117,0.96065792,0.956712,0.9997303224282978,0.9603988521048981
9,6,6,0.48081408,0.476928,0.0684,0.47586,0.47586,0.0209,0.95667408,0.952788,0.9999731844709273,0.9566484262783946
10,6,6,0.49643836,0.492426,0.0628,0.46434,0.46434,0.0079,0.96077836,0.956766,0.998885102868805,0.9597071909627218
1,7,7,0.37514604,0.372114,0.0811,0.58818,0.58818,0.0125,0.96332604,0.960294,0.9533754098903906,0.9184113582430868
2,7,7,0.53117108,0.526878,0.0709,0.42732,0.42732,0.0079,0.95849108,0.954198,0.9883968148894986,0.9473695305719957
3,7,7,0.51641784,0.512244,0.0727,0.44226,0.44226,0.0078,0.95867784,0.954504,0.9940519059327049,0.9529755340274487
4,7,7,0.4616512,0.45792,0.0704,0.5007,0.5007,0.0080,0.9623512,0.95862,0.9983562576506418,0.9607693425776043
5,7,7,0.41771812,0.414342,0.0720,0.54786,0.54786,0.0043,0.96557812,0.962202,0.982158115255258,0.9483503864709153
6,7,7,0.4630122,0.45927,0.0686,0.50052,0.50052,0.0058,0.9635322,0.95979,0.9984869505885396,0.9620743281718669
7,7,7,0.55087836,0.546426,0.0709,0.40668,0.40668,0.0064,0.95755836,0.953106,0.9778256168062303,0.9363250939949623
8,7,7,0.57015012,0.565542,0.0655,0.38856,0.38856,0.0046,0.95871012,0.954102,0.965366065118993,0.9255062161341576
9,7,7,0.45985468,0.456138,0.0691,0.50442,0.50442,0.0026,0.96427468,0.960558,0.9978685954568041,0.9622194205661593
10,7,7,0.4850604,0.48114,0.0647,0.47934,0.47934,0.0016,0.9644004,0.96048,0.9999648178194851,0.9643664702910386
1,8,8,0.42386984,0.420444,0.0846,0.53694,0.53694,0.0121,0.96080984,0.957384,0.9863400907262826,0.9476852647563051
2,8,8,0.48212064,0.478224,0.0758,0.48078,0.48078,0.0017,0.96290064,0.959004,0.9999980615234416,0.9628987734396813
3,8,8,0.52774136,0.523476,0.0837,0.42924,0.42924,0.0032,0.95698136,0.952716,0.9895166376535233,0.9469489776442959
4,8,8,0.42604744,0.422604,0.0783,0.5397,0.5397,0.0001,0.96574744,0.962304,0.9863397747527067,0.9525551124376032
5,8,8,0.40372704,0.400464,0.0725,0.56412,0.56412,0.0027,0.96784704,0.964584,0.9732705073575537,0.9419769796653066
6,8,8,0.46665968,0.462888,0.0792,0.49578,0.49578,0.0025,0.96243968,0.958668,0.9990853649431022,0.9615593989285225
7,8,8,0.60825812,0.603342,0.0766,0.34578,0.34578,0.0066,0.95403812,0.949122,0.9296334136699512,0.8869057142668626
8,8,8,0.53166104,0.527364,0.0797,0.42612,0.42612,0.0046,0.95778104,0.953484,0.988003112663202,0.9462906487697987
9,8,8,0.49573064,0.491724,0.0820,0.46296,0.46296,0.0069,0.95869064,0.954684,0.9988329063305437,0.957571758223089
10,8,8,0.49605728,0.492048,0.0821,0.3867,0.3867,0.2875,0.88275728,0.878748,0.9848853374496136,0.869414701598903
