CW,simulation_seed,wifi_node_count,nru_node_count,wifi_channel_occupancy,wifi_channel_efficiency,wifi_collision_probability,nru_channel_occupancy,nru_channel_efficiency,nru_collision_probability,total_channel_occupancy,total_network_efficiency,jain's_fairness_index,joint_airtime_fairness
32.0,4.5,5.0,8.0,0.694540076,0.6889266000000001,0.22166000000000002,0.19428,0.19428,0.027360000000000002,0.888820076,0.8832066,0.7587039415415318,0.674537162631231
80.0,4.5,5.0,8.0,0.565370288,0.5608008,0.10016,0.385362,0.385362,0.010539999999999999,0.950732288,0.9461628000000001,0.9507473506085174,0.9040094529424287
120.88888888888889,,,,0.481740638776354,0.47784707005736793,0.06850041816566509,0.4811421848558488,0.4811421848558488,0.006684386077813961,0.9628828236322028,0.9589892549132167,0.9814993621759598,0.9448789973001671
128.0,4.5,5.0,8.0,0.46949056,0.465696,0.06584999999999999,0.49409400000000003,0.49409400000000003,0.0064,0.9635845599999999,0.9597899999999999,0.9805471492976128,0.9448099538858964
176.0,4.5,5.0,8.0,0.401429672,0.3981852,0.05158,0.5663159999999999,0.5663159999999999,0.004710000000000001,0.9677456720000001,0.9645012,0.956405545737059,0.9254043733484917
224.0,4.5,5.0,8.0,0.350980124,0.3481434,0.03975,0.619548,0.619548,0.0031600000000000005,0.970528124,0.9676914,0.9185344985909708,0.8912722770395863
272.0,4.5,5.0,8.0,0.31286668,0.310338,0.03356,0.658506,0.658506,0.0025700000000000002,0.97137268,0.968844,0.8814043543795556,0.8559239432564887
320.0,4.5,5.0,8.0,0.27998492,0.27772199999999997,0.029310000000000003,0.6919679999999999,0.6919679999999999,0.00221,0.97195292,0.9696899999999999,0.8441100245644314,0.8201626738583763
368.0,4.5,5.0,8.0,0.255192944,0.2531304,0.02496,0.717138,0.717138,0.0018,0.972330944,0.9702683999999999,0.8138342127276987,0.7910452243421293
416.0,4.5,5.0,8.0,0.236155276,0.2342466,0.022,0.7362960000000001,0.7362960000000001,0.00166,0.9724512759999999,0.9705425999999999,0.7898113973319622,0.767779430978427
464.0,4.5,5.0,8.0,0.21829895600000002,0.2165346,0.02271,0.7538579999999999,0.7538579999999999,0.00148,0.9721569560000001,0.9703926,0.7669420460328693,0.745315888454481
512.0,4.5,5.0,8.0,0.201830856,0.2001996,0.0198,0.77058,0.77058,0.00121,0.972410856,0.9707796,0.7453813151357958,0.7245716004748841
