CW,simulation_seed,wifi_node_count,nru_node_count,wifi_channel_occupancy,wifi_channel_efficiency,wifi_collision_probability,nru_channel_occupancy,nru_channel_efficiency,nru_collision_probability,total_channel_occupancy,total_network_efficiency,jain's_fairness_index,joint_airtime_fairness
32.0,4.5,2.0,6.0,0.612161468,0.6072138,0.06342,0.348888,0.348888,0.00956,0.961049468,0.9561018000000001,0.9282070530278006,0.8920828037833083
56.02402402402402,,,,0.4832903642087915,0.4793842701556712,0.04288905526096525,0.4844886128167984,0.4844886128167984,0.006527528422241343,0.9677789770255899,0.9638728829724696,0.974979149075433,0.9437139720465605
80.0,4.5,2.0,6.0,0.395060192,0.39186719999999997,0.03089,0.575964,0.575964,0.00464,0.971024192,0.9678312,0.9635060328842006,0.9355576398298624
128.0,4.5,2.0,6.0,0.295124684,0.2927394,0.02135,0.676884,0.676884,0.0029100000000000003,0.9720086840000001,0.9696234,0.8655642721779211,0.8413005824928925
176.0,4.5,2.0,6.0,0.236552688,0.23464079999999998,0.01684,0.735408,0.735408,0.0021000000000000003,0.971960688,0.9700488,0.7913632958135339,0.7691231639578799
224.0,4.5,2.0,6.0,0.196931256,0.1953396,0.014549999999999999,0.774786,0.774786,0.0017500000000000003,0.971717256,0.9701256,0.7388418422987109,0.7179002275553703
272.0,4.5,2.0,6.0,0.168094388,0.16673580000000002,0.01295,0.8033340000000001,0.8033340000000001,0.0015699999999999998,0.971428388,0.9700697999999999,0.7006124502547322,0.6805545566426373
320.0,4.5,2.0,6.0,0.1449465,0.143775,0.013139999999999999,0.82629,0.82629,0.00127,0.9712365000000001,0.970065,0.670351542784813,0.6510351407348314
368.0,4.5,2.0,6.0,0.130013608,0.1289628,0.01093,0.841206,0.841206,0.00101,0.971219608,0.9701688,0.6511061208657724,0.6323346821340732
416.0,4.5,2.0,6.0,0.116087856,0.1151496,0.01138,0.85488,0.85488,0.00107,0.970967856,0.9700295999999999,0.6334805612298304,0.6150588549863466
464.0,4.5,2.0,6.0,0.105564604,0.10471140000000001,0.01037,0.8654339999999999,0.8654339999999999,0.0008199999999999999,0.970998604,0.9701454,0.6203226704705601,0.6023049585592612
512.0,4.5,2.0,6.0,0.096690884,0.0959094,0.00906,0.874206,0.874206,0.00078,0.9708968840000001,0.9701154000000001,0.6094016850289617,0.591637708719061
