CW,simulation_seed,wifi_node_count,nru_node_count,wifi_channel_occupancy,wifi_channel_efficiency,wifi_collision_probability,nru_channel_occupancy,nru_channel_efficiency,nru_collision_probability,total_channel_occupancy,total_network_efficiency,jain's_fairness_index,joint_airtime_fairness
32.0,3.0,3.0,0.7934629999999999,0.78705,0.11953,0.13662000000000002,0.13662000000000002,0.0098,0.930083,0.9236700000000001,0.6676011037097893,0.6209835265778907,
80.0,3.0,3.0,0.6683054399999999,0.6629039999999999,0.05331,0.28854,0.28854,0.006189999999999999,0.95684544,0.9514440000000001,0.8610167817174649,0.8239529291239478,
128.0,3.0,3.0,0.57553968,0.570888,0.03331,0.38496,0.38496,0.00346,0.9604996800000001,0.9558479999999999,0.9529663958253595,0.9153810584029352,
176.0,3.0,3.0,0.5047676799999999,0.500688,0.01999,0.4566,0.4566,0.00109,0.9613676800000001,0.9572879999999999,0.9856294515830207,0.9475926461563612,
194.88288288288288,,,,0.47858566715097517,0.018598549119759656,0.47832077127698525,0.47832077127698525,0.0009954817490714694,0.9608060253454869,0.9569064384279604,0.9884725095420999,0.9497325684467965,nan
224.0,3.0,3.0,0.45288636000000004,0.449226,0.0183,0.50646,0.50646,0.00128,0.95934636,0.955686,0.9858531943328396,0.9457646121645957,
272.0,3.0,3.0,0.41232856,0.40899599999999997,0.013519999999999999,0.5454600000000001,0.5454600000000001,0.00092,0.95778856,0.9544560000000001,0.9713890209539565,0.9302995748924504,
320.0,3.0,3.0,0.37797692,0.37492200000000003,0.01244,0.57828,0.57828,0.00078,0.9562569200000001,0.9532019999999999,0.9504669790597944,0.9087485660468835,
368.0,3.0,3.0,0.34302644,0.340254,0.01002,0.61224,0.61224,0.00027,0.9552664399999999,0.9524940000000001,0.9210106548432091,0.879613202215656,
416.0,3.0,3.0,0.3187462,0.31617,0.00911,0.6351600000000001,0.6351600000000001,8.999999999999999e-05,0.9539061999999999,0.9513299999999999,0.897351538484658,0.8557713114948351,
464.0,3.0,3.0,0.29827676,0.295866,0.01166,0.65394,0.65394,8.999999999999999e-05,0.95221676,0.949806,0.8746364130734241,0.8325675681410774,
512.0,3.0,3.0,0.27840616,0.276156,0.00541,0.6739200000000001,0.6739200000000001,0.00016999999999999999,0.9523261599999999,0.9500759999999999,0.8501011212143501,0.8092358992143595,
