CW,simulation_seed,wifi_node_count,nru_node_count,wifi_channel_occupancy,wifi_channel_efficiency,wifi_collision_probability,nru_channel_occupancy,nru_channel_efficiency,nru_collision_probability,total_channel_occupancy,total_network_efficiency,jain's_fairness_index,joint_airtime_fairness
32.0,5.0,5.0,0.74022068,0.7342380000000001,0.22122000000000003,0.14286,0.14286,0.030309999999999997,0.88308068,0.8770979999999999,0.6862510142243605,0.6060309354567187,
80.0,5.0,5.0,0.63411712,0.628992,0.09144,0.31518,0.31518,0.01106,0.94929712,0.944172,0.8976576151631267,0.852168185705793,
128.0,5.0,5.0,0.53171548,0.527418,0.06748000000000001,0.42744,0.42744,0.00703,0.9591554800000001,0.954858,0.9855083484323266,0.9453054157944111,
159.32732732732734,,,,0.479254320939266,0.05385097685333071,0.4799006216340743,0.4799006216340743,0.006341205159925199,0.9630599777809935,0.9591549425733402,0.9971715001327144,0.9605008791390334,nan
176.0,5.0,5.0,0.46159676000000005,0.457866,0.04668,0.50358,0.50358,0.00586,0.96517676,0.9614459999999999,0.9947599463821621,0.9601197352188588,
224.0,5.0,5.0,0.40644904000000004,0.403164,0.037,0.5611200000000001,0.5611200000000001,0.0039,0.9675690400000001,0.9642839999999999,0.9725068091444011,0.9409647284375631,
272.0,5.0,5.0,0.36322368000000005,0.360288,0.03198,0.6051,0.6051,0.00341,0.9683236799999999,0.9653879999999999,0.9387040138966029,0.9089395331918404,
320.0,5.0,5.0,0.32783768,0.325188,0.02978,0.64008,0.64008,0.00386,0.96791768,0.965268,0.9037816896926139,0.8747942031612281,
368.0,5.0,5.0,0.29609916,0.29370599999999997,0.032440000000000004,0.67152,0.67152,0.00255,0.9676191599999999,0.965226,0.8679506953088898,0.8398275909733908,
416.0,5.0,5.0,0.27214556,0.269946,0.02438,0.6963,0.6963,0.00195,0.9684455599999999,0.9662459999999999,0.8384540143218381,0.8119711882855954,
464.0,5.0,5.0,0.25864444,0.256554,0.02506,0.70932,0.70932,0.00255,0.96796444,0.965874,0.8213212395089322,0.7949640575667859,
512.0,5.0,5.0,0.23447307999999997,0.232578,0.02271,0.7336199999999999,0.7336199999999999,0.00224,0.96809308,0.966198,0.7897127118524201,0.7644940882462925,
